STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
       1072;19520101;-999;-999;-999;    5;   2.6;   1;-999;   0;   4.3;  -999;    -999;    4.8;-999;    7.5;    1.9;    2.1;eor
       1072;19520102;-999;-999;-999;    5;   3.2;   1;-999;   0;   6.7;  -999;    -999;    7.0;-999;    9.0;    1.8;    0.9;eor
       1072;19520103;-999;-999;-999;    5;   1.5;   8;-999;   0;   6.7;  -999;    -999;    3.8;-999;    9.5;    3.0;    3.0;eor
       1072;19520104;-999;-999;-999;    5;   0.5;   8;-999;   0;   7.3;  -999;    -999;    2.5;-999;    4.0;    0.6;   -0.4;eor
       1072;19520105;-999;-999;-999;    5;   0.4;   1;-999;   0;   8.0;  -999;    -999;    3.2;-999;    4.4;    0.9;    0.8;eor
       1072;19520106;-999;-999;-999;    5;   0.0;   0;-999;   0;   5.7;  -999;    -999;    0.6;-999;    4.0;   -1.5;   -1.5;eor
       1072;19520107;-999;-999;-999;    5;   0.0;   0;-999;   0;   8.0;  -999;    -999;   -0.7;-999;    0.1;   -3.2;   -2.2;eor
       1072;19520108;-999;-999;-999;    5;   0.0;   0;-999;   0;   8.0;  -999;    -999;   -0.4;-999;    1.0;   -1.7;   -0.3;eor
       1072;19520109;-999;-999;-999;    5;   8.6;   1;-999;   0;   6.7;  -999;    -999;    3.8;-999;    9.0;   -2.4;   -2.0;eor
       1072;19520110;-999;-999;-999;    5;   8.8;   1;-999;   0;   8.0;  -999;    -999;    4.9;-999;    5.6;    2.2;    1.0;eor
       1072;19520111;-999;-999;-999;    5;  11.5;   1;-999;   0;   8.0;  -999;    -999;    6.4;-999;   11.4;    4.0;    4.1;eor
       1072;19520112;-999;-999;-999;    5;   1.5;   1;-999;   0;   7.3;  -999;    -999;    3.4;-999;    5.5;    1.4;    0.0;eor
       1072;19520113;-999;-999;-999;    5;   0.5;   8;-999;   0;   2.3;  -999;    -999;    2.5;-999;    5.5;   -4.0;   -5.3;eor
       1072;19520114;-999;-999;-999;    5;   0.0;   0;-999;   0;   7.7;  -999;    -999;    3.2;-999;    5.6;    0.0;   -0.5;eor
       1072;19520115;-999;-999;-999;    5;   0.0;   0;-999;   0;   6.0;  -999;    -999;    7.2;-999;    9.0;    2.1;   -0.5;eor
       1072;19520116;-999;-999;-999;    5;   7.0;   1;-999;   0;   6.7;  -999;    -999;    6.4;-999;   10.4;    3.5;    5.7;eor
       1072;19520117;-999;-999;-999;    5;   4.8;   8;-999;   0;   7.3;  -999;    -999;    4.4;-999;    8.8;    0.7;    2.5;eor
       1072;19520118;-999;-999;-999;    5;   1.0;   8;-999;   0;   5.7;  -999;    -999;    2.5;-999;    3.6;    0.7;   -0.4;eor
       1072;19520119;-999;-999;-999;    5;   0.9;   7;-999;   0;   6.0;  -999;    -999;    1.7;-999;    2.8;    0.6;    0.0;eor
       1072;19520120;-999;-999;-999;    5;   0.0;   0;-999;   0;   6.3;  -999;    -999;    0.5;-999;    3.2;   -0.6;   -0.6;eor
       1072;19520121;-999;-999;-999;    5;   0.6;   1;-999;   0;   8.0;  -999;    -999;    1.4;-999;    2.4;   -1.1;   -1.8;eor
       1072;19520122;-999;-999;-999;    5;   0.0;   0;-999;   0;   8.0;  -999;    -999;    1.4;-999;    2.6;    0.5;    0.5;eor
       1072;19520123;-999;-999;-999;    5;   0.0;   0;-999;   0;   8.0;  -999;    -999;   -0.3;-999;    1.6;   -1.5;   -0.1;eor
       1072;19520124;-999;-999;-999;    5;   0.0;   0;-999;   0;   8.0;  -999;    -999;   -3.2;-999;   -0.6;   -4.0;   -4.1;eor
       1072;19520125;-999;-999;-999;    5;   0.0;   0;-999;   0;   8.0;  -999;    -999;   -3.6;-999;   -2.3;   -4.6;   -3.8;eor
       1072;19520126;-999;-999;-999;    5;   0.0;   1;-999;   0;   8.0;  -999;    -999;   -1.2;-999;    0.7;   -4.5;   -4.2;eor
       1072;19520127;-999;-999;-999;    5;   0.1;   7;-999;   0;   5.3;  -999;    -999;   -0.7;-999;    0.9;   -4.1;   -4.5;eor
       1072;19520128;-999;-999;-999;    5;   0.3;   7;-999;   0;   4.7;  -999;    -999;   -2.7;-999;    0.2;   -4.4;   -5.6;eor
       1072;19520129;-999;-999;-999;    5;   0.0;   0;-999;   1;   8.0;  -999;    -999;    0.0;-999;    1.6;   -6.6;   -9.1;eor
       1072;19520130;-999;-999;-999;    5;   0.0;   0;-999;   0;   7.3;  -999;    -999;    1.5;-999;    4.3;   -0.4;   -0.6;eor
       1072;19520131;-999;-999;-999;    5;   4.6;   8;-999;   0;   7.7;  -999;    -999;    2.4;-999;    4.2;   -1.7;   -3.6;eor
       1072;19520201;-999;-999;-999;    5;   5.2;   8;-999;   0;   6.0;  -999;    -999;    2.4;-999;    4.6;    0.9;   -0.5;eor
       1072;19520202;-999;-999;-999;    5;   6.6;   7;-999;   0;   3.3;  -999;    -999;    0.9;-999;    4.5;   -1.0;   -0.9;eor
       1072;19520203;-999;-999;-999;    5;   0.0;   0;-999;   6;   8.0;  -999;    -999;    1.7;-999;    3.5;   -1.5;   -2.7;eor
       1072;19520204;-999;-999;-999;    5;   0.0;   1;-999;   0;   8.0;  -999;    -999;    1.9;-999;    3.7;   -3.9;   -7.0;eor
       1072;19520205;-999;-999;-999;    5;   0.3;   8;-999;   0;   4.0;  -999;    -999;    2.3;-999;    3.5;    0.2;   -1.1;eor
       1072;19520206;-999;-999;-999;    5;   0.0;   1;-999;   0;   6.3;  -999;    -999;    1.7;-999;    2.6;   -0.5;   -2.1;eor
       1072;19520207;-999;-999;-999;    5;   0.8;   1;-999;   0;   8.0;  -999;    -999;    3.8;-999;    4.8;    1.0;    0.6;eor
       1072;19520208;-999;-999;-999;    5;   0.1;   7;-999;   0;   4.3;  -999;    -999;    3.5;-999;    5.8;    2.1;    2.1;eor
       1072;19520209;-999;-999;-999;    5;   0.4;   7;-999;   0;   5.3;  -999;    -999;    1.4;-999;    3.5;   -0.1;   -1.2;eor
       1072;19520210;-999;-999;-999;    5;   4.1;   8;-999;   0;   8.0;  -999;    -999;    1.4;-999;    2.6;   -0.5;   -1.6;eor
       1072;19520211;-999;-999;-999;    5;  12.2;   8;-999;   0;   8.0;  -999;    -999;    3.1;-999;    4.5;    1.2;   -0.5;eor
       1072;19520212;-999;-999;-999;    5;   0.0;   0;-999;   7;   5.7;  -999;    -999;   -2.7;-999;    2.7;   -6.0;   -2.5;eor
       1072;19520213;-999;-999;-999;    5;   0.0;   0;-999;   5;   8.0;  -999;    -999;   -5.2;-999;   -2.7;  -11.0;   -8.4;eor
       1072;19520214;-999;-999;-999;    5;   0.0;   0;-999;   5;   5.3;  -999;    -999;   -6.6;-999;   -1.7;  -11.5;   -7.9;eor
       1072;19520215;-999;-999;-999;    5;   0.0;   0;-999;   4;   5.0;  -999;    -999;   -4.4;-999;   -0.9;  -12.5;  -12.0;eor
       1072;19520216;-999;-999;-999;    5;   0.0;   0;-999;   4;   2.7;  -999;    -999;   -3.3;-999;    0.0;   -6.5;   -9.5;eor
       1072;19520217;-999;-999;-999;    5;   0.0;   0;-999;   3;   8.0;  -999;    -999;   -1.1;-999;    0.8;   -7.0;  -10.5;eor
       1072;19520218;-999;-999;-999;    5;   0.1;   7;-999;   3;   8.0;  -999;    -999;   -0.6;-999;    1.6;   -2.1;   -2.0;eor
       1072;19520219;-999;-999;-999;    5;   0.0;   1;-999;   2;   7.3;  -999;    -999;    2.0;-999;    4.7;   -2.5;   -5.0;eor
       1072;19520220;-999;-999;-999;    5;   0.0;   0;-999;   0;   8.0;  -999;    -999;    4.2;-999;    5.7;    1.5;    1.1;eor
       1072;19520221;-999;-999;-999;    5;   0.0;   0;-999;   0;   8.0;  -999;    -999;    4.5;-999;    6.2;    3.8;    3.5;eor
       1072;19520222;-999;-999;-999;    5;   0.0;   0;-999;   0;   8.0;  -999;    -999;    2.3;-999;    5.7;   -0.2;   -3.3;eor
       1072;19520223;-999;-999;-999;    5;   0.0;   0;-999;   0;   8.0;  -999;    -999;    1.2;-999;    2.3;   -1.0;   -2.3;eor
       1072;19520224;-999;-999;-999;    5;   0.0;   0;-999;   0;   7.3;  -999;    -999;    2.9;-999;    5.6;   -0.7;   -0.5;eor
