STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
       3575;19510101;-999;-999;-999;    5;   9.1;   8;    0.000;  14;   8.0;   5.9;  981.00;    1.8;   86.00;    4.3;   -8.2;   -8.0;eor
       3575;19510102;-999;-999;-999;    5;  15.0;   8;    0.000;   8;   8.0;   6.1;  974.80;    1.6;   90.00;    2.6;   -1.2;   -2.1;eor
       3575;19510103;-999;-999;-999;    5;   0.0;   0;    2.600;   6;   8.0;   5.7;  989.50;    2.0;   82.00;    3.0;    0.0;   -2.0;eor
       3575;19510104;-999;-999;-999;    5;   2.2;   1;    0.000;   4;   4.0;   5.7; 1001.00;    2.3;   81.00;    3.5;   -0.7;   -4.0;eor
       3575;19510105;-999;-999;-999;    5;   0.0;   0;    0.600;   2;   5.0;   7.3;  998.30;    5.0;   84.00;    6.5;   -2.0;   -1.3;eor
       3575;19510106;-999;-999;-999;    5;   0.1;   1;    0.000;   0;   3.0;   6.1;  995.10;    5.2;   68.00;    8.9;    0.6;   -0.4;eor
       3575;19510107;-999;-999;-999;    5;   2.1;   1;    1.500;   0;   6.3;   8.4;  995.40;    7.1;   82.00;    8.9;    2.3;    1.0;eor
       3575;19510108;-999;-999;-999;    5;   0.0;   1;    4.000;   0;   4.7;   8.3;  998.60;    6.8;   84.00;    8.7;    3.8;    1.5;eor
       3575;19510109;-999;-999;-999;    5;   0.0;   1;    2.500;   0;   3.3;   6.5;  997.50;    4.5;   74.00;    8.4;    1.0;    1.8;eor
       3575;19510110;-999;-999;-999;    5;   0.0;   0;    5.800;   0;   0.0;   5.2;  999.20;    1.6;   76.00;    8.9;   -3.2;   -5.6;eor
       3575;19510111;-999;-999;-999;    5;   2.6;   1;    0.000;   0;   5.3;   7.5;  987.90;    7.0;   74.00;   11.2;   -0.5;   -1.2;eor
       3575;19510112;-999;-999;-999;    5;   0.0;   0;    0.000;   0;   5.3;   7.5;  981.60;    4.7;   82.00;    7.4;    2.6;    3.0;eor
       3575;19510113;-999;-999;-999;    5;   1.2;   1;    0.000;   0;   8.0;   6.7;  984.40;    4.7;   79.00;    7.2;    0.3;    0.4;eor
       3575;19510114;-999;-999;-999;    5;   0.2;   1;   10.000;   0;   7.7;   7.5;  994.00;    6.6;   77.00;    8.1;    2.5;    1.7;eor
       3575;19510115;-999;-999;-999;    5;  14.2;   1;    0.000;   0;   5.3;   6.8;  990.20;    3.9;   79.00;   10.1;    2.1;    2.8;eor
       3575;19510116;-999;-999;-999;    5;   0.0;   0;    1.100;   0;   6.7;   6.7; 1011.60;    4.0;   80.00;    5.8;    1.5;   -1.5;eor
       3575;19510117;-999;-999;-999;    5;   3.9;   8;    0.000;   0;   8.0;   6.5; 1003.90;    3.8;   84.00;    8.0;    0.2;   -0.4;eor
       3575;19510118;-999;-999;-999;    5;   7.0;   1;    0.000;   0;   5.7;   7.7;  988.30;    6.4;   78.00;    9.1;    2.0;    1.8;eor
       3575;19510119;-999;-999;-999;    5;   9.7;   1;    0.000;   0;   8.0;   6.7;  997.50;    5.8;   73.00;    8.2;    3.6;    1.8;eor
       3575;19510120;-999;-999;-999;    5;  10.4;   1;    0.000;   0;   8.0;   9.3;  993.90;    8.7;   82.00;    9.9;    4.5;    2.3;eor
       3575;19510121;-999;-999;-999;    5;  11.3;   1;    0.000;   0;   8.0;   6.9; 1005.20;    3.5;   87.00;    7.9;    3.1;    3.0;eor
       3575;19510122;-999;-999;-999;    5;   0.0;   0;    0.000;   0;   8.0;   7.9; 1004.60;    5.7;   87.00;    7.8;    1.5;    0.7;eor
       3575;19510123;-999;-999;-999;    5;   0.0;   0;    0.000;   0;   8.0;   7.7; 1000.80;    5.7;   84.00;    7.6;    2.0;    1.1;eor
       3575;19510124;-999;-999;-999;    5;   0.0;   0;    0.000;   0;   8.0;   6.9; 1000.30;    4.7;   81.00;    5.8;    2.4;    0.5;eor
       3575;19510125;-999;-999;-999;    5;   0.0;   0;    0.000;   0;   8.0;   6.1;  994.20;    2.6;   82.00;    5.0;    1.3;    2.0;eor
       3575;19510126;-999;-999;-999;    5;   0.0;   0;    0.000;   0;   8.0;   6.1;  991.00;    2.3;   86.00;    2.9;    1.6;    0.0;eor
       3575;19510127;-999;-999;-999;    5;   0.0;   0;    0.000;   0;   8.0;   7.3;  986.00;    4.0;   91.00;    4.8;    1.5;    0.3;eor
       3575;19510128;-999;-999;-999;    5;   0.0;   0;    0.000;   0;   8.0;   7.1;  985.80;    4.0;   86.00;    5.2;    1.8;    1.5;eor
       3575;19510129;-999;-999;-999;    5;   0.0;   0;    0.000;   0;   8.0;   6.7;  996.80;    3.1;   87.00;    5.0;    2.5;    2.0;eor
       3575;19510130;-999;-999;-999;    5;   0.0;   1;    0.000;   0;   8.0;   6.3;  998.40;    2.8;   84.00;    4.9;    1.3;    0.8;eor
       3575;19510131;-999;-999;-999;    5;   0.0;   1;    0.000;   0;   8.0;   6.8;  997.00;    2.9;   90.00;    3.7;    1.6;    0.8;eor
       3575;19510201;-999;-999;-999;    5;   0.0;   0;    0.000;   0;   8.0;   6.7; 1004.20;    3.8;   83.00;    5.3;    2.0;    0.8;eor
       3575;19510202;-999;-999;-999;    5;   0.0;   0;    0.300;   0;   7.3;   6.7; 1002.30;    3.8;   82.00;    6.2;    2.0;    1.1;eor
       3575;19510203;-999;-999;-999;    5;   0.6;   1;    0.000;   0;   4.7;   6.0;  989.90;    2.8;   79.00;    6.2;   -0.4;   -1.5;eor
       3575;19510204;-999;-999;-999;    5;   8.6;   1;    3.000;   0;   3.3;   6.7;  975.00;    4.6;   80.00;    9.0;    0.0;    0.0;eor
       3575;19510205;-999;-999;-999;    5;   1.4;   1;    1.200;   0;   8.0;   7.6;  971.40;    4.6;   87.00;    7.0;    0.3;    0.4;eor
       3575;19510206;-999;-999;-999;    5;   0.0;   0;    0.800;   0;   5.3;   7.2;  981.10;    4.2;   88.00;    7.0;   -0.6;   -3.0;eor
       3575;19510207;-999;-999;-999;    5;   0.0;   0;    6.100;   0;   6.7;   6.8;  990.70;    4.6;   82.00;    9.1;    0.2;   -3.6;eor
       3575;19510208;-999;-999;-999;    5;   0.0;   0;    0.000;   0;   6.0;   7.2;  990.00;    5.2;   84.00;    7.6;   -0.9;   -4.0;eor
