STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
       3929;19480101;-999;-999;-999;    5;  -999;-999;-999;-999;   8.0;  -999;    -999;    2.4;-999;    3.6;    1.0;-999;eor
       3929;19480102;-999;-999;-999;    5;  -999;-999;-999;-999;   7.7;  -999;    -999;    9.3;-999;   11.0;    3.9;-999;eor
       3929;19480103;-999;-999;-999;    5;  -999;-999;-999;-999;   8.0;  -999;    -999;   11.8;-999;   12.6;    9.6;-999;eor
       3929;19480104;-999;-999;-999;    5;  -999;-999;-999;-999;   4.7;  -999;    -999;    9.8;-999;   15.2;    8.4;-999;eor
       3929;19480105;-999;-999;-999;    5;  -999;-999;-999;-999;   7.3;  -999;    -999;    8.6;-999;   13.8;    4.9;-999;eor
       3929;19480106;-999;-999;-999;    5;  -999;-999;-999;-999;   5.0;  -999;    -999;    3.6;-999;    8.4;    0.5;-999;eor
       3929;19480107;-999;-999;-999;    5;  -999;-999;-999;-999;   7.3;  -999;    -999;   11.1;-999;   11.6;    3.2;-999;eor
       3929;19480108;-999;-999;-999;    5;  -999;-999;-999;-999;   6.0;  -999;    -999;    5.7;-999;   11.4;    3.4;-999;eor
       3929;19480109;-999;-999;-999;    5;  -999;-999;-999;-999;   4.3;  -999;    -999;    4.0;-999;    7.1;    1.7;-999;eor
       3929;19480110;-999;-999;-999;    5;  -999;-999;-999;-999;   8.0;  -999;    -999;    4.7;-999;    9.0;    1.7;-999;eor
       3929;19480111;-999;-999;-999;    5;  -999;-999;-999;-999;   6.7;  -999;    -999;    3.7;-999;    8.8;    1.9;-999;eor
       3929;19480112;-999;-999;-999;    5;  -999;-999;-999;-999;   7.3;  -999;    -999;    9.2;-999;   11.8;    2.1;-999;eor
       3929;19480113;-999;-999;-999;    5;  -999;-999;-999;-999;   8.0;  -999;    -999;   11.1;-999;   12.5;    5.1;-999;eor
       3929;19480114;-999;-999;-999;    5;  -999;-999;-999;-999;   8.0;  -999;    -999;    5.9;-999;   12.4;    4.9;-999;eor
       3929;19480115;-999;-999;-999;    5;  -999;-999;-999;-999;   7.3;  -999;    -999;    3.6;-999;    6.3;    2.0;-999;eor
       3929;19480116;-999;-999;-999;    5;  -999;-999;-999;-999;   7.3;  -999;    -999;    3.6;-999;    5.8;    1.5;-999;eor
       3929;19480117;-999;-999;-999;    5;  -999;-999;-999;-999;   7.7;  -999;    -999;    2.8;-999;    3.8;    0.9;-999;eor
       3929;19480118;-999;-999;-999;    5;  -999;-999;-999;-999;   7.0;  -999;    -999;    3.0;-999;    5.4;    0.3;-999;eor
       3929;19480119;-999;-999;-999;    5;  -999;-999;-999;-999;   5.7;  -999;    -999;    3.2;-999;    6.6;    0.5;-999;eor
       3929;19480120;-999;-999;-999;    5;  -999;-999;-999;-999;   6.7;  -999;    -999;    1.6;-999;    4.4;    0.1;-999;eor
       3929;19480121;-999;-999;-999;    5;  -999;-999;-999;-999;   8.0;  -999;    -999;    0.2;-999;    1.8;   -1.7;-999;eor
       3929;19480122;-999;-999;-999;    5;  -999;-999;-999;   0;   7.0;  -999;    -999;    2.2;-999;    5.0;    0.1;-999;eor
       3929;19480123;-999;-999;-999;    5;  -999;-999;-999;-999;   7.0;  -999;    -999;    2.0;-999;    4.4;   -1.7;-999;eor
       3929;19480124;-999;-999;-999;    5;  -999;-999;-999;-999;   8.0;  -999;    -999;    3.4;-999;    5.2;    1.8;-999;eor
       3929;19480125;-999;-999;-999;    5;  -999;-999;-999;-999;   7.3;  -999;    -999;    2.8;-999;    5.2;    1.0;-999;eor
       3929;19480126;-999;-999;-999;    5;  -999;-999;-999;-999;   8.0;  -999;    -999;    1.7;-999;    3.1;    0.1;-999;eor
       3929;19480127;-999;-999;-999;    5;  -999;-999;-999;-999;   8.0;  -999;    -999;    3.9;-999;    6.3;    0.5;-999;eor
       3929;19480128;-999;-999;-999;    5;  -999;-999;-999;-999;   7.0;  -999;    -999;    5.2;-999;    9.6;    3.1;-999;eor
       3929;19480129;-999;-999;-999;    5;  -999;-999;-999;-999;   7.0;  -999;    -999;    8.4;-999;   11.6;    3.4;-999;eor
       3929;19480130;-999;-999;-999;    5;  -999;-999;-999;-999;   7.7;  -999;    -999;    9.2;-999;   11.3;    6.1;-999;eor
       3929;19480131;-999;-999;-999;    5;  -999;-999;-999;-999;   7.7;  -999;    -999;   11.0;-999;   13.8;    8.2;-999;eor
       3929;19480201;-999;-999;-999;    5;  -999;-999;-999;-999;   7.0;  -999;    -999;    8.3;-999;   11.0;    7.1;-999;eor
       3929;19480202;-999;-999;-999;    5;  -999;-999;-999;-999;   6.7;  -999;    -999;    8.0;-999;   10.1;    2.0;-999;eor
       3929;19480203;-999;-999;-999;    5;  -999;-999;-999;-999;   7.0;  -999;    -999;   12.2;-999;   13.9;    9.2;-999;eor
       3929;19480204;-999;-999;-999;    5;  -999;-999;-999;-999;   3.7;  -999;    -999;    5.8;-999;   12.5;    4.8;-999;eor
       3929;19480205;-999;-999;-999;    5;  -999;-999;-999;-999;   7.3;  -999;    -999;    6.0;-999;    7.4;    2.6;-999;eor
       3929;19480206;-999;-999;-999;    5;  -999;-999;-999;-999;   5.7;  -999;    -999;    5.5;-999;    7.3;    4.0;-999;eor
       3929;19480207;-999;-999;-999;    5;  -999;-999;-999;-999;   6.0;  -999;    -999;    5.2;-999;    7.8;    2.5;-999;eor
       3929;19480208;-999;-999;-999;    5;  -999;-999;-999;-999;   8.0;  -999;    -999;    9.9;-999;   10.4;    4.3;-999;eor
       3929;19480209;-999;-999;-999;    5;  -999;-999;-999;-999;   7.7;  -999;    -999;    9.5;-999;   11.3;    8.5;-999;eor
