tmean_mean,precip_mean,moisture_mean,precip_mean_prev_2d_sum,tmean_mean_prev_2d_mean,precip_mean_prev_7d_sum,tmean_mean_prev_7d_mean,precip_mean_prev_30d_sum,tmean_mean_prev_30d_mean,precip_mean_prev_90d_sum,tmean_mean_prev_90d_mean,precip_mean_prev_1y_sum,tmean_mean_prev_1y_mean,precip_mean_prev_3y_sum,tmean_mean_prev_3y_mean,date
-4.428571428571428,0.43476190476190474,83.94444444444444,0.872142857142857,-4.332142857142857,,,,,,,,,,,1971-01-03
-2.2204081632653065,0.022448979591836726,81.95238095238095,0.16387755102040816,-2.475510204081633,1.009642857142857,-3.161734693877551,,,,,,,,,1971-01-10
2.248979591836735,0.011224489795918348,81.40476190476191,0.022448979591836695,1.9540816326530615,0.031428571428571354,0.2810495626822158,,,,,,,,,1971-01-17
7.761224489795919,3.145102040816327,85.23809523809526,4.938775510204081,7.426530612244899,8.94591836734694,5.376676384839651,,,,,,,,,1971-01-24
8.926530612244898,2.895918367346939,79.54761904761905,7.1432653061224505,9.21122448979592,28.76163265306123,9.512536443148688,43.81142857142858,3.4716666666666667,,,,,,,1971-01-31
4.512244897959184,0.5904081632653062,84.87755102040816,1.1224489795918369,4.598979591836737,7.32061224489796,5.7,45.22346938775511,4.704693877551021,,,,,,,1971-02-07
7.86734693877551,0.18632653061224488,79.9795918367347,0.43102040816326526,7.673469387755104,2.0069387755102044,6.462973760932945,47.05755102040816,6.442448979591837,,,,,,,1971-02-14
7.873469387755102,1.6948979591836737,80.24489795918369,3.282040816326531,7.91326530612245,8.342040816326532,8.146355685131194,51.370000000000005,7.453537414965987,,,,,,,1971-02-21
5.197959183673469,0.743061224489796,71.67346938775509,1.5781632653061224,5.665306122448982,7.94469387755102,6.976093294460641,32.757551020408165,6.9806802721088435,,,,,,,1971-02-28
-0.6387755102040819,0.4579591836734695,70.38775510204081,0.9136734693877553,-0.6438775510204067,3.679387755102041,1.400874635568513,23.095510204081638,5.670068027210884,,,,,,,1971-03-07
5.773469387755101,1.4771428571428575,73.89795918367348,2.972244897959184,5.146938775510207,7.374489795918369,2.1717201166180757,27.77163265306123,4.873741496598639,,,,,,,1971-03-14
10.730612244897959,0.5836734693877551,73.6938775510204,1.1673469387755095,10.523469387755103,6.6695918367346945,8.98134110787172,28.950204081632656,5.084557823129251,,,,,,,1971-03-21
9.1,1.6253061224489798,71.36734693877551,3.250612244897958,9.352040816326534,8.885306122448979,10.076967930029154,28.186938775510207,5.658231292517007,,,,,,,1971-03-28
11.438775510204081,0.0,66.91836734693878,0.0,11.15918367346939,3.919591836734694,10.01545189504373,27.76265306122449,7.2476870748299325,94.68800000000002,5.780539682539683,,,,,1971-04-04
16.414285714285715,0.3457142857142857,62.61224489795918,0.6914285714285711,16.310204081632655,2.1999999999999997,14.57463556851312,24.646734693877555,10.527755102040816,96.07938775510206,6.994897959183674,,,,,1971-04-11
15.687755102040816,0.0853061224489796,50.42857142857143,0.17061224489795881,15.706122448979594,0.4714285714285715,16.12711370262391,16.643673469387757,12.553537414965987,96.28367346938776,8.180294784580498,,,,,1971-04-18
17.65918367346939,2.1236734693877546,60.9795918367347,2.763469387755101,17.951020408163266,3.9757142857142855,17.37521865889213,13.817346938775513,14.178367346938776,88.28510204081634,9.04326530612245,,,,,1971-04-25
11.738775510204082,1.3289795918367349,66.42857142857143,4.141836734693878,11.54387755102041,17.58428571428571,13.423906705539357,24.23142857142857,15.094149659863945,77.82163265306123,9.35249433106576,,,,,1971-05-02
18.663265306122447,0.0,62.285714285714285,0.0,17.885714285714286,2.9542857142857146,14.851603498542273,25.677142857142854,15.502176870748299,75.38367346938776,10.102630385487528,,,,,1971-05-09
22.322448979591837,1.816122448979592,63.775510204081634,3.632244897959184,22.322448979591837,4.065510204081633,21.788046647230317,28.750408163265302,16.78278911564626,77.5522448979592,11.258526077097505,,,,,1971-05-16
23.248979591836733,4.914081632653061,67.34693877551021,8.03,23.607142857142858,20.28040816326531,23.56793002915452,47.64795918367347,18.377414965986393,88.3995918367347,12.463015873015873,,,,,1971-05-23
17.589795918367347,5.046530612244898,72.65306122448979,11.891224489795919,17.524489795918367,53.19510204081633,19.378717201166182,84.63714285714286,19.33972789115646,134.76346938775512,13.466530612244897,,,,,1971-05-30
22.014285714285712,2.655714285714286,71.6938775510204,4.741224489795919,21.972448979591835,11.493877551020413,20.180174927113704,89.03489795918368,21.005850340136053,142.63632653061225,14.976984126984126,,,,,1971-06-06
18.763265306122445,1.2077551020408166,72.10204081632654,2.985714285714286,18.9,16.818775510204087,20.35276967930029,105.42040816326531,20.96673469387755,150.82795918367347,16.310226757369616,,,,,1971-06-13
17.408163265306122,4.514489795918368,73.38775510204081,8.817959183673471,17.228571428571428,21.589183673469392,17.62565597667638,111.12693877551021,19.665850340136053,166.6365306122449,16.941791383219954,,,,,1971-06-20
21.093877551020405,1.0730612244897961,64.38775510204081,2.105714285714286,21.25306122448979,15.570612244897964,19.330320699708455,77.36367346938776,19.24904761904762,172.91551020408164,17.67702947845805,,,,,1971-06-27
19.448979591836736,3.890408163265306,66.71428571428571,8.032244897959185,19.056122448979586,28.402448979591842,19.77813411078717,87.12224489795919,19.45176870748299,198.47591836734696,18.40403628117914,,,,,1971-07-04
27.43061224489796,0.0,52.89795918367347,0.0,27.059183673469388,4.41122448979592,24.14810495626822,72.9591836734694,20.13251700680272,200.59285714285716,19.103242630385488,,,,,1971-07-11
