STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
       1428;19480101;-999;-999;-999;    5;  13.2;   8;-999;   0;   8.0;   6.4;    -999;    1.8;   95.00;    3.2;   -0.6;-999;eor
       1428;19480102;-999;-999;-999;    5;   8.7;   1;-999;   0;   8.0;  10.8;    -999;    9.1;   95.00;   10.3;    3.1;-999;eor
       1428;19480103;-999;-999;-999;    5;   2.7;   1;-999;   0;   8.0;  12.3;    -999;   11.0;   93.00;   12.3;   10.3;-999;eor
       1428;19480104;-999;-999;-999;    5;   0.0;   0;-999;   0;   2.7;  10.1;    -999;    9.6;   83.00;   14.3;    6.1;-999;eor
       1428;19480105;-999;-999;-999;    5;   1.1;   1;-999;   0;   5.7;   8.9;    -999;    9.2;   73.00;   12.8;    6.4;-999;eor
       1428;19480106;-999;-999;-999;    5;   5.6;   1;-999;   0;   5.7;   5.9;    -999;    3.2;   76.00;    7.2;    1.3;-999;eor
       1428;19480107;-999;-999;-999;    5;   6.6;   1;-999;   0;   6.3;  10.3;    -999;   10.2;   82.00;   11.4;    3.2;-999;eor
       1428;19480108;-999;-999;-999;    5;   1.8;   1;-999;   0;   6.3;   6.9;    -999;    4.0;   82.00;    9.9;    3.1;-999;eor
       1428;19480109;-999;-999;-999;    5;   0.3;   1;-999;   0;   4.7;   5.9;    -999;    3.6;   73.00;    6.7;    2.3;-999;eor
       1428;19480110;-999;-999;-999;    5;   0.4;   1;-999;   0;   8.0;   6.9;    -999;    5.2;   76.00;    7.4;    2.3;-999;eor
       1428;19480111;-999;-999;-999;    5;   0.0;   0;-999;   0;   7.0;   7.3;    -999;    3.8;   90.00;    5.8;    1.9;-999;eor
       1428;19480112;-999;-999;-999;    5;  11.0;   1;-999;   0;   6.7;   8.9;    -999;    7.9;   82.00;    9.8;    2.2;-999;eor
       1428;19480113;-999;-999;-999;    5;  11.7;   1;-999;   0;   8.0;  11.3;    -999;   10.0;   94.00;   10.7;    6.7;-999;eor
       1428;19480114;-999;-999;-999;    5;  27.9;   1;-999;   0;   8.0;   8.7;    -999;    4.9;   97.00;   11.2;    3.6;-999;eor
       1428;19480115;-999;-999;-999;    5;   0.8;   1;-999;   0;   7.7;   7.6;    -999;    3.6;   93.00;    5.7;    1.9;-999;eor
