Mst.-ID;Kurzname;Name;Datum;Abstich (m unter MP);Wasserspiegel (m ü. NN);Wasserspiegel (m unter GOK);Wassertemperatur (°C);
14119;544042;VIERNHEIM;Jul 10, 1950;4.84;93.8;4.98;0;
14119;544042;VIERNHEIM;Jul 17, 1950;4.82;93.82;4.96;0;
14119;544042;VIERNHEIM;Jul 24, 1950;4.84;93.8;4.98;0;
14119;544042;VIERNHEIM;Jul 31, 1950;4.81;93.83;4.95;0;
14119;544042;VIERNHEIM;Aug 7, 1950;4.8;93.84;4.94;0;
14119;544042;VIERNHEIM;Aug 14, 1950;4.8;93.84;4.94;0;
14119;544042;VIERNHEIM;Aug 21, 1950;4.82;93.82;4.96;0;
14119;544042;VIERNHEIM;Aug 28, 1950;4.84;93.8;4.98;0;
14119;544042;VIERNHEIM;Sep 4, 1950;4.82;93.82;4.96;0;
14119;544042;VIERNHEIM;Sep 11, 1950;4.83;93.81;4.97;0;
14119;544042;VIERNHEIM;Sep 18, 1950;4.83;93.81;4.97;0;
14119;544042;VIERNHEIM;Sep 25, 1950;4.85;93.79;4.99;0;
14119;544042;VIERNHEIM;Oct 2, 1950;4.85;93.79;4.99;0;
14119;544042;VIERNHEIM;Oct 9, 1950;4.9;93.74;5.04;0;
14119;544042;VIERNHEIM;Oct 16, 1950;4.92;93.72;5.06;0;
14119;544042;VIERNHEIM;Oct 23, 1950;4.92;93.72;5.06;0;
14119;544042;VIERNHEIM;Oct 30, 1950;4.93;93.71;5.07;0;
14119;544042;VIERNHEIM;Nov 6, 1950;4.93;93.71;5.07;0;
14119;544042;VIERNHEIM;Nov 13, 1950;4.92;93.72;5.06;0;
14119;544042;VIERNHEIM;Nov 20, 1950;4.95;93.69;5.09;0;
14119;544042;VIERNHEIM;Nov 27, 1950;4.96;93.68;5.1;0;
14119;544042;VIERNHEIM;Dec 4, 1950;4.96;93.68;5.1;0;
14119;544042;VIERNHEIM;Dec 11, 1950;4.95;93.69;5.09;0;
14119;544042;VIERNHEIM;Dec 18, 1950;4.94;93.7;5.08;0;
14119;544042;VIERNHEIM;Dec 25, 1950;4.93;93.71;5.07;0;
14119;544042;VIERNHEIM;Jan 1, 1951;4.9;93.74;5.04;0;
14119;544042;VIERNHEIM;Jan 8, 1951;4.9;93.74;5.04;0;
14119;544042;VIERNHEIM;Jan 15, 1951;4.88;93.76;5.02;0;
14119;544042;VIERNHEIM;Jan 22, 1951;4.88;93.76;5.02;0;
14119;544042;VIERNHEIM;Jan 29, 1951;4.84;93.8;4.98;0;
14119;544042;VIERNHEIM;Feb 5, 1951;4.8;93.84;4.94;0;
14119;544042;VIERNHEIM;Feb 12, 1951;4.77;93.87;4.91;0;
14119;544042;VIERNHEIM;Feb 19, 1951;4.73;93.91;4.87;0;
14119;544042;VIERNHEIM;Feb 26, 1951;4.71;93.93;4.85;0;
14119;544042;VIERNHEIM;Mar 5, 1951;4.71;93.93;4.85;0;
14119;544042;VIERNHEIM;Mar 12, 1951;4.68;93.96;4.82;0;
14119;544042;VIERNHEIM;Mar 19, 1951;4.67;93.97;4.81;0;
14119;544042;VIERNHEIM;Mar 26, 1951;4.66;93.98;4.8;0;
