Mst.-ID;Kurzname;Name;Datum;Abstich (m unter MP);Wasserspiegel (m ü. NN);Wasserspiegel (m unter GOK);Wassertemperatur (°C);
15291;544268;BIBLIS;May 3, 2004;3.55;86.43;3.12;0;
15291;544268;BIBLIS;May 10, 2004;3.53;86.45;3.1;0;
15291;544268;BIBLIS;May 17, 2004;3.54;86.44;3.11;0;
15291;544268;BIBLIS;May 24, 2004;3.55;86.43;3.12;0;
15291;544268;BIBLIS;May 31, 2004;3.57;86.41;3.14;0;
15291;544268;BIBLIS;Jun 7, 2004;3.59;86.39;3.16;0;
15291;544268;BIBLIS;Jun 14, 2004;3.6;86.38;3.17;0;
15291;544268;BIBLIS;Jun 21, 2004;3.62;86.36;3.19;0;
15291;544268;BIBLIS;Jun 28, 2004;3.64;86.34;3.21;0;
15291;544268;BIBLIS;Jul 5, 2004;3.67;86.31;3.24;0;
15291;544268;BIBLIS;Jul 12, 2004;3.67;86.31;3.24;0;
15291;544268;BIBLIS;Jul 19, 2004;3.67;86.31;3.24;0;
15291;544268;BIBLIS;Jul 26, 2004;3.67;86.31;3.24;0;
15291;544268;BIBLIS;Aug 2, 2004;3.7;86.28;3.27;0;
15291;544268;BIBLIS;Aug 9, 2004;3.71;86.27;3.28;0;
15291;544268;BIBLIS;Aug 16, 2004;3.71;86.27;3.28;0;
15291;544268;BIBLIS;Aug 23, 2004;3.72;86.26;3.29;0;
15291;544268;BIBLIS;Aug 30, 2004;3.7;86.28;3.27;0;
15291;544268;BIBLIS;Sep 6, 2004;3.72;86.26;3.29;0;
15291;544268;BIBLIS;Sep 13, 2004;3.72;86.26;3.29;0;
15291;544268;BIBLIS;Sep 20, 2004;3.74;86.24;3.31;0;
15291;544268;BIBLIS;Sep 27, 2004;3.74;86.24;3.31;0;
15291;544268;BIBLIS;Oct 4, 2004;3.75;86.23;3.32;0;
15291;544268;BIBLIS;Oct 11, 2004;3.76;86.22;3.33;0;
15291;544268;BIBLIS;Oct 18, 2004;3.77;86.21;3.34;0;
15291;544268;BIBLIS;Oct 25, 2004;3.76;86.22;3.33;0;
15291;544268;BIBLIS;Nov 1, 2004;3.77;86.21;3.34;0;
15291;544268;BIBLIS;Nov 8, 2004;3.76;86.22;3.33;0;
15291;544268;BIBLIS;Nov 15, 2004;3.75;86.23;3.32;0;
15291;544268;BIBLIS;Nov 22, 2004;3.75;86.23;3.32;0;
15291;544268;BIBLIS;Nov 29, 2004;3.76;86.22;3.33;0;
15291;544268;BIBLIS;Dec 6, 2004;3.77;86.21;3.34;0;
15291;544268;BIBLIS;Dec 13, 2004;3.76;86.22;3.33;0;
15291;544268;BIBLIS;Dec 20, 2004;3.75;86.23;3.32;0;
15291;544268;BIBLIS;Dec 27, 2004;3.75;86.23;3.32;0;
15291;544268;BIBLIS;Jan 3, 2005;3.75;86.23;3.32;0;
15291;544268;BIBLIS;Jan 10, 2005;3.73;86.25;3.3;0;
15291;544268;BIBLIS;Jan 17, 2005;3.73;86.25;3.3;0;
15291;544268;BIBLIS;Jan 24, 2005;3.72;86.26;3.29;0;
15291;544268;BIBLIS;Jan 31, 2005;3.71;86.27;3.28;0;
15291;544268;BIBLIS;Feb 7, 2005;3.7;86.28;3.27;0;
15291;544268;BIBLIS;Feb 14, 2005;3.69;86.29;3.26;0;
15291;544268;BIBLIS;Feb 21, 2005;3.67;86.31;3.24;0;
15291;544268;BIBLIS;Feb 28, 2005;3.65;86.33;3.22;0;
15291;544268;BIBLIS;Mar 7, 2005;3.64;86.34;3.21;0;
15291;544268;BIBLIS;Mar 14, 2005;3.64;86.34;3.21;0;
15291;544268;BIBLIS;Mar 21, 2005;3.63;86.35;3.2;0;
15291;544268;BIBLIS;Mar 28, 2005;3.6;86.38;3.17;0;
15291;544268;BIBLIS;Apr 4, 2005;3.56;86.42;3.13;0;
15291;544268;BIBLIS;Apr 11, 2005;3.53;86.45;3.1;0;
15291;544268;BIBLIS;Apr 18, 2005;3.5;86.48;3.07;0;
15291;544268;BIBLIS;Apr 25, 2005;3.48;86.5;3.05;0;
15291;544268;BIBLIS;May 2, 2005;3.45;86.53;3.02;0;
15291;544268;BIBLIS;May 9, 2005;3.42;86.56;2.99;0;
15291;544268;BIBLIS;May 16, 2005;3.4;86.58;2.97;0;
15291;544268;BIBLIS;May 23, 2005;3.4;86.58;2.97;0;
15291;544268;BIBLIS;May 30, 2005;3.4;86.58;2.97;0;
15291;544268;BIBLIS;Jun 6, 2005;3.42;86.56;2.99;0;
15291;544268;BIBLIS;Jun 13, 2005;3.45;86.53;3.02;0;
15291;544268;BIBLIS;Jun 20, 2005;3.52;86.46;3.09;0;
15291;544268;BIBLIS;Jun 27, 2005;3.52;86.46;3.09;0;
15291;544268;BIBLIS;Jul 4, 2005;3.52;86.46;3.09;0;
15291;544268;BIBLIS;Jul 11, 2005;3.53;86.45;3.1;0;
15291;544268;BIBLIS;Jul 18, 2005;3.55;86.43;3.12;0;
15291;544268;BIBLIS;Jul 25, 2005;3.57;86.41;3.14;0;
15291;544268;BIBLIS;Aug 1, 2005;3.59;86.39;3.16;0;
15291;544268;BIBLIS;Aug 8, 2005;3.63;86.35;3.2;0;
15291;544268;BIBLIS;Aug 15, 2005;3.62;86.36;3.19;0;
15291;544268;BIBLIS;Aug 22, 2005;3.64;86.34;3.21;0;
15291;544268;BIBLIS;Aug 29, 2005;3.66;86.32;3.23;0;
15291;544268;BIBLIS;Sep 5, 2005;3.68;86.3;3.25;0;
15291;544268;BIBLIS;Sep 12, 2005;3.69;86.29;3.26;0;
15291;544268;BIBLIS;Sep 19, 2005;3.69;86.29;3.26;0;
15291;544268;BIBLIS;Sep 26, 2005;3.7;86.28;3.27;0;
15291;544268;BIBLIS;Oct 3, 2005;3.67;86.31;3.24;0;
15291;544268;BIBLIS;Oct 10, 2005;3.67;86.31;3.24;0;
15291;544268;BIBLIS;Oct 17, 2005;3.68;86.3;3.25;0;
15291;544268;BIBLIS;Oct 24, 2005;3.67;86.31;3.24;0;
15291;544268;BIBLIS;Oct 31, 2005;3.67;86.31;3.24;0;
15291;544268;BIBLIS;Nov 7, 2005;3.61;86.37;3.18;0;
15291;544268;BIBLIS;Nov 14, 2005;3.61;86.37;3.18;0;
15291;544268;BIBLIS;Nov 21, 2005;3.61;86.37;3.18;0;
15291;544268;BIBLIS;Nov 28, 2005;3.6;86.38;3.17;0;
15291;544268;BIBLIS;Dec 5, 2005;3.61;86.37;3.18;0;
15291;544268;BIBLIS;Dec 12, 2005;3.62;86.36;3.19;0;
15291;544268;BIBLIS;Dec 19, 2005;3.61;86.37;3.18;0;
15291;544268;BIBLIS;Dec 26, 2005;3.6;86.38;3.17;0;
15291;544268;BIBLIS;Jan 2, 2006;3.59;86.39;3.16;0;
15291;544268;BIBLIS;Jan 9, 2006;3.6;86.38;3.17;0;
15291;544268;BIBLIS;Jan 16, 2006;3.6;86.38;3.17;0;
15291;544268;BIBLIS;Jan 23, 2006;3.64;86.34;3.21;0;
15291;544268;BIBLIS;Jan 30, 2006;3.61;86.37;3.18;0;
15291;544268;BIBLIS;Feb 6, 2006;3.72;86.26;3.29;0;
15291;544268;BIBLIS;Feb 13, 2006;3.72;86.26;3.29;0;
15291;544268;BIBLIS;Feb 20, 2006;3.71;86.27;3.28;0;
15291;544268;BIBLIS;Feb 27, 2006;3.71;86.27;3.28;0;
15291;544268;BIBLIS;Mar 6, 2006;3.68;86.3;3.25;0;
15291;544268;BIBLIS;Mar 13, 2006;3.66;86.32;3.23;0;
15291;544268;BIBLIS;Mar 20, 2006;3.62;86.36;3.19;0;
15291;544268;BIBLIS;Mar 27, 2006;3.6;86.38;3.17;0;
15291;544268;BIBLIS;Apr 3, 2006;3.58;86.4;3.15;0;
15291;544268;BIBLIS;Apr 10, 2006;3.57;86.41;3.14;0;
15291;544268;BIBLIS;Apr 17, 2006;3.56;86.42;3.13;0;
15291;544268;BIBLIS;Apr 24, 2006;3.55;86.43;3.12;0;
15291;544268;BIBLIS;May 1, 2006;3.54;86.44;3.11;0;
15291;544268;BIBLIS;May 8, 2006;3.54;86.44;3.11;0;
15291;544268;BIBLIS;May 15, 2006;3.55;86.43;3.12;0;
15291;544268;BIBLIS;May 22, 2006;3.54;86.44;3.11;0;
15291;544268;BIBLIS;May 29, 2006;3.53;86.45;3.1;0;
15291;544268;BIBLIS;Jun 5, 2006;3.52;86.46;3.09;0;
15291;544268;BIBLIS;Jun 12, 2006;3.56;86.42;3.13;0;
15291;544268;BIBLIS;Jun 19, 2006;3.55;86.43;3.12;0;
15291;544268;BIBLIS;Jun 26, 2006;3.53;86.45;3.1;0;
15291;544268;BIBLIS;Jul 3, 2006;3.56;86.42;3.13;0;
15291;544268;BIBLIS;Jul 10, 2006;3.57;86.41;3.14;0;
