Mst.-ID;Kurzname;Name;Datum;Abstich (m unter MP);Wasserspiegel (m ü. NN);Wasserspiegel (m unter GOK);Wassertemperatur (°C);
13470;544236;BÜRSTADT (alt);May 1, 2000;2.8;86.99;2.81;0;
13470;544236;BÜRSTADT (alt);May 8, 2000;2.81;86.98;2.82;0;
13470;544236;BÜRSTADT (alt);May 15, 2000;2.76;87.03;2.77;0;
13470;544236;BÜRSTADT (alt);May 22, 2000;2.71;87.08;2.72;0;
13470;544236;BÜRSTADT (alt);May 29, 2000;2.73;87.06;2.74;0;
13470;544236;BÜRSTADT (alt);Jun 5, 2000;2.68;87.11;2.69;0;
13470;544236;BÜRSTADT (alt);Jun 12, 2000;2.67;87.12;2.68;0;
13470;544236;BÜRSTADT (alt);Jun 19, 2000;2.66;87.13;2.67;0;
13470;544236;BÜRSTADT (alt);Jun 26, 2000;2.76;87.03;2.77;0;
13470;544236;BÜRSTADT (alt);Jul 3, 2000;2.76;87.03;2.77;0;
13470;544236;BÜRSTADT (alt);Jul 10, 2000;2.78;87.01;2.79;0;
13470;544236;BÜRSTADT (alt);Jul 17, 2000;2.77;87.02;2.78;0;
13470;544236;BÜRSTADT (alt);Jul 24, 2000;2.75;87.04;2.76;0;
13470;544236;BÜRSTADT (alt);Jul 31, 2000;2.73;87.06;2.74;0;
13470;544236;BÜRSTADT (alt);Aug 7, 2000;2.7;87.09;2.71;0;
13470;544236;BÜRSTADT (alt);Aug 14, 2000;2.71;87.08;2.72;0;
13470;544236;BÜRSTADT (alt);Aug 21, 2000;2.71;87.08;2.72;0;
13470;544236;BÜRSTADT (alt);Aug 28, 2000;2.72;87.07;2.73;0;
13470;544236;BÜRSTADT (alt);Sep 4, 2000;2.73;87.06;2.74;0;
13470;544236;BÜRSTADT (alt);Sep 11, 2000;2.74;87.05;2.75;0;
13470;544236;BÜRSTADT (alt);Sep 18, 2000;2.76;87.03;2.77;0;
13470;544236;BÜRSTADT (alt);Sep 25, 2000;2.78;87.01;2.79;0;
13470;544236;BÜRSTADT (alt);Oct 2, 2000;2.76;87.03;2.77;0;
13470;544236;BÜRSTADT (alt);Oct 9, 2000;2.77;87.02;2.78;0;
13470;544236;BÜRSTADT (alt);Oct 16, 2000;2.79;87;2.8;0;
13470;544236;BÜRSTADT (alt);Oct 23, 2000;2.8;86.99;2.81;0;
13470;544236;BÜRSTADT (alt);Oct 30, 2000;2.8;86.99;2.81;0;
