Mst.-ID;Kurzname;Name;Datum;Abstich (m unter MP);Wasserspiegel (m ü. NN);Wasserspiegel (m unter GOK);Wassertemperatur (°C);
13564;544227;HEPPENHEIM;Feb 19, 1979;2.35;94.08;2.07;0;
13564;544227;HEPPENHEIM;Feb 26, 1979;2.44;93.99;2.16;0;
13564;544227;HEPPENHEIM;Mar 5, 1979;2.46;93.97;2.18;0;
13564;544227;HEPPENHEIM;Mar 12, 1979;2.14;94.29;1.86;0;
13564;544227;HEPPENHEIM;Mar 19, 1979;2.15;94.28;1.87;0;
13564;544227;HEPPENHEIM;Mar 26, 1979;2.25;94.18;1.97;0;
13564;544227;HEPPENHEIM;Apr 2, 1979;2.26;94.17;1.98;0;
13564;544227;HEPPENHEIM;Apr 9, 1979;2.24;94.19;1.96;0;
13564;544227;HEPPENHEIM;Apr 16, 1979;2.33;94.1;2.05;0;
13564;544227;HEPPENHEIM;Apr 23, 1979;2.33;94.1;2.05;0;
13564;544227;HEPPENHEIM;Apr 30, 1979;2.23;94.2;1.95;0;
13564;544227;HEPPENHEIM;May 7, 1979;2.27;94.16;1.99;0;
13564;544227;HEPPENHEIM;May 14, 1979;2.32;94.11;2.04;0;
13564;544227;HEPPENHEIM;May 21, 1979;2.36;94.07;2.08;0;
13564;544227;HEPPENHEIM;May 28, 1979;2.4;94.03;2.12;0;
13564;544227;HEPPENHEIM;Jun 5, 1979;2.45;93.98;2.17;0;
13564;544227;HEPPENHEIM;Jun 11, 1979;2.49;93.94;2.21;0;
13564;544227;HEPPENHEIM;Jun 18, 1979;2.5;93.93;2.22;0;
13564;544227;HEPPENHEIM;Jun 25, 1979;2.57;93.86;2.29;0;
13564;544227;HEPPENHEIM;Jul 2, 1979;2.61;93.82;2.33;0;
13564;544227;HEPPENHEIM;Jul 9, 1979;2.65;93.78;2.37;0;
13564;544227;HEPPENHEIM;Jul 16, 1979;2.62;93.81;2.34;0;
13564;544227;HEPPENHEIM;Jul 23, 1979;2.7;93.73;2.42;0;
13564;544227;HEPPENHEIM;Jul 30, 1979;2.65;93.78;2.37;0;
13564;544227;HEPPENHEIM;Aug 6, 1979;2.69;93.74;2.41;0;
13564;544227;HEPPENHEIM;Aug 13, 1979;2.67;93.76;2.39;0;
13564;544227;HEPPENHEIM;Aug 20, 1979;2.69;93.74;2.41;0;
13564;544227;HEPPENHEIM;Aug 27, 1979;2.66;93.77;2.38;0;
13564;544227;HEPPENHEIM;Sep 3, 1979;2.64;93.79;2.36;0;
13564;544227;HEPPENHEIM;Sep 10, 1979;2.66;93.77;2.38;0;
13564;544227;HEPPENHEIM;Sep 17, 1979;2.75;93.68;2.47;0;
13564;544227;HEPPENHEIM;Sep 24, 1979;2.76;93.67;2.48;0;
13564;544227;HEPPENHEIM;Oct 1, 1979;2.81;93.62;2.53;0;
13564;544227;HEPPENHEIM;Oct 8, 1979;2.82;93.61;2.54;0;
13564;544227;HEPPENHEIM;Oct 15, 1979;2.85;93.58;2.57;0;
13564;544227;HEPPENHEIM;Oct 22, 1979;2.87;93.56;2.59;0;
13564;544227;HEPPENHEIM;Oct 29, 1979;2.92;93.51;2.64;0;
13564;544227;HEPPENHEIM;Nov 5, 1979;2.89;93.54;2.61;0;
13564;544227;HEPPENHEIM;Nov 12, 1979;2.9;93.53;2.62;0;
13564;544227;HEPPENHEIM;Nov 19, 1979;2.88;93.55;2.6;0;
13564;544227;HEPPENHEIM;Nov 26, 1979;3.02;93.41;2.74;0;
13564;544227;HEPPENHEIM;Dec 3, 1979;3.04;93.39;2.76;0;
13564;544227;HEPPENHEIM;Dec 10, 1979;3;93.43;2.72;0;
13564;544227;HEPPENHEIM;Dec 17, 1979;2.9;93.53;2.62;0;
13564;544227;HEPPENHEIM;Dec 24, 1979;2.8;93.63;2.52;0;
13564;544227;HEPPENHEIM;Dec 31, 1979;3;93.43;2.72;0;
13564;544227;HEPPENHEIM;Jan 7, 1980;2.6;93.83;2.32;0;
