Mst.-ID;Kurzname;Name;Datum;Abstich (m unter MP);Wasserspiegel (m ü. NN);Wasserspiegel (m unter GOK);Wassertemperatur (°C);
12947;544019;FEHLHEIM (alt);May 15, 1951;0;91.52;3.21;0;
12947;544019;FEHLHEIM (alt);Jun 15, 1951;0;91.68;3.05;0;
12947;544019;FEHLHEIM (alt);Jul 15, 1951;0;91.59;3.14;0;
12947;544019;FEHLHEIM (alt);Sep 15, 1951;0;91.31;3.42;0;
12947;544019;FEHLHEIM (alt);Feb 14, 1952;2.97;91.57;3.16;0;
12947;544019;FEHLHEIM (alt);Feb 26, 1952;2.92;91.62;3.11;0;
12947;544019;FEHLHEIM (alt);Mar 4, 1952;2.78;91.76;2.97;0;
12947;544019;FEHLHEIM (alt);Mar 11, 1952;2.7;91.84;2.89;0;
12947;544019;FEHLHEIM (alt);Mar 18, 1952;2.66;91.88;2.85;0;
12947;544019;FEHLHEIM (alt);Mar 25, 1952;2.63;91.91;2.82;0;
12947;544019;FEHLHEIM (alt);Apr 1, 1952;2.58;91.96;2.77;0;
12947;544019;FEHLHEIM (alt);Apr 8, 1952;2.61;91.93;2.8;0;
12947;544019;FEHLHEIM (alt);Apr 15, 1952;2.65;91.89;2.84;0;
12947;544019;FEHLHEIM (alt);Apr 29, 1952;2.72;91.82;2.91;0;
12947;544019;FEHLHEIM (alt);Apr 30, 1952;2.72;91.82;2.91;0;
12947;544019;FEHLHEIM (alt);May 6, 1952;2.73;91.81;2.92;0;
12947;544019;FEHLHEIM (alt);May 13, 1952;2.78;91.76;2.97;0;
12947;544019;FEHLHEIM (alt);May 20, 1952;2.84;91.7;3.03;0;
12947;544019;FEHLHEIM (alt);May 27, 1952;2.9;91.64;3.09;0;
12947;544019;FEHLHEIM (alt);Jun 3, 1952;2.95;91.59;3.14;0;
12947;544019;FEHLHEIM (alt);Jun 10, 1952;2.99;91.55;3.18;0;
12947;544019;FEHLHEIM (alt);Jun 17, 1952;3.07;91.47;3.26;0;
12947;544019;FEHLHEIM (alt);Jun 24, 1952;3.09;91.45;3.28;0;
12947;544019;FEHLHEIM (alt);Jul 1, 1952;3.09;91.45;3.28;0;
12947;544019;FEHLHEIM (alt);Jul 8, 1952;3.1;91.44;3.29;0;
12947;544019;FEHLHEIM (alt);Jul 15, 1952;3.15;91.39;3.34;0;
12947;544019;FEHLHEIM (alt);Jul 22, 1952;3.18;91.36;3.37;0;
12947;544019;FEHLHEIM (alt);Jul 29, 1952;3.23;91.31;3.42;0;
12947;544019;FEHLHEIM (alt);Aug 5, 1952;3.3;91.24;3.49;0;
12947;544019;FEHLHEIM (alt);Aug 12, 1952;3.34;91.2;3.53;0;
12947;544019;FEHLHEIM (alt);Aug 19, 1952;3.35;91.19;3.54;0;
12947;544019;FEHLHEIM (alt);Aug 26, 1952;3.37;91.17;3.56;0;
12947;544019;FEHLHEIM (alt);Sep 2, 1952;3.37;91.17;3.56;0;
12947;544019;FEHLHEIM (alt);Sep 9, 1952;3.38;91.16;3.57;0;
12947;544019;FEHLHEIM (alt);Sep 16, 1952;3.39;91.15;3.58;0;
12947;544019;FEHLHEIM (alt);Sep 23, 1952;3.39;91.15;3.58;0;
12947;544019;FEHLHEIM (alt);Sep 30, 1952;3.36;91.18;3.55;0;
12947;544019;FEHLHEIM (alt);Oct 7, 1952;3.35;91.19;3.54;0;
12947;544019;FEHLHEIM (alt);Oct 14, 1952;3.31;91.23;3.5;0;
12947;544019;FEHLHEIM (alt);Oct 21, 1952;3.32;91.22;3.51;0;
12947;544019;FEHLHEIM (alt);Oct 27, 1952;3.32;91.22;3.51;0;
12947;544019;FEHLHEIM (alt);Nov 3, 1952;3.24;91.3;3.43;0;
12947;544019;FEHLHEIM (alt);Nov 10, 1952;3.12;91.42;3.31;0;
12947;544019;FEHLHEIM (alt);Dec 15, 1952;2.59;91.95;2.78;0;
12947;544019;FEHLHEIM (alt);Dec 22, 1952;2.47;92.07;2.66;0;
12947;544019;FEHLHEIM (alt);Dec 29, 1952;2.46;92.08;2.65;0;
12947;544019;FEHLHEIM (alt);Jan 5, 1953;2.47;92.07;2.66;0;
12947;544019;FEHLHEIM (alt);Jan 12, 1953;2.59;91.95;2.78;0;
12947;544019;FEHLHEIM (alt);Jan 19, 1953;2.66;91.88;2.85;0;
12947;544019;FEHLHEIM (alt);Jan 26, 1953;2.71;91.83;2.9;0;
12947;544019;FEHLHEIM (alt);Feb 2, 1953;2.71;91.83;2.9;0;
12947;544019;FEHLHEIM (alt);Feb 9, 1953;2.71;91.83;2.9;0;
12947;544019;FEHLHEIM (alt);Feb 16, 1953;2.74;91.8;2.93;0;
12947;544019;FEHLHEIM (alt);Feb 23, 1953;2.75;91.79;2.94;0;
12947;544019;FEHLHEIM (alt);Mar 2, 1953;2.79;91.75;2.98;0;
12947;544019;FEHLHEIM (alt);Mar 9, 1953;2.78;91.76;2.97;0;
12947;544019;FEHLHEIM (alt);Mar 16, 1953;2.82;91.72;3.01;0;
12947;544019;FEHLHEIM (alt);Mar 23, 1953;2.82;91.72;3.01;0;
12947;544019;FEHLHEIM (alt);Mar 30, 1953;2.82;91.72;3.01;0;
12947;544019;FEHLHEIM (alt);Apr 6, 1953;2.87;91.67;3.06;0;
12947;544019;FEHLHEIM (alt);Apr 13, 1953;2.91;91.63;3.1;0;
12947;544019;FEHLHEIM (alt);Apr 20, 1953;2.96;91.58;3.15;0;
12947;544019;FEHLHEIM (alt);Apr 27, 1953;3;91.54;3.19;0;
12947;544019;FEHLHEIM (alt);Apr 30, 1953;3.02;91.52;3.21;0;
12947;544019;FEHLHEIM (alt);May 4, 1953;3.05;91.49;3.24;0;
12947;544019;FEHLHEIM (alt);May 11, 1953;3.07;91.47;3.26;0;
12947;544019;FEHLHEIM (alt);May 18, 1953;3.1;91.44;3.29;0;
12947;544019;FEHLHEIM (alt);May 25, 1953;3.1;91.44;3.29;0;
12947;544019;FEHLHEIM (alt);Jun 1, 1953;3.16;91.38;3.35;0;
12947;544019;FEHLHEIM (alt);Jun 8, 1953;3.05;91.49;3.24;0;
12947;544019;FEHLHEIM (alt);Jun 15, 1953;3;91.54;3.19;0;
12947;544019;FEHLHEIM (alt);Jun 22, 1953;2.44;92.1;2.63;0;
12947;544019;FEHLHEIM (alt);Jun 29, 1953;2.89;91.65;3.08;0;
12947;544019;FEHLHEIM (alt);Jul 6, 1953;2.89;91.65;3.08;0;
12947;544019;FEHLHEIM (alt);Jul 13, 1953;3.01;91.53;3.2;0;
12947;544019;FEHLHEIM (alt);Jul 20, 1953;3.03;91.51;3.22;0;
12947;544019;FEHLHEIM (alt);Jul 27, 1953;3.05;91.49;3.24;0;
12947;544019;FEHLHEIM (alt);Aug 3, 1953;3.06;91.48;3.25;0;
12947;544019;FEHLHEIM (alt);Aug 10, 1953;3.06;91.48;3.25;0;
12947;544019;FEHLHEIM (alt);Aug 17, 1953;3.1;91.44;3.29;0;
12947;544019;FEHLHEIM (alt);Aug 24, 1953;3.14;91.4;3.33;0;
12947;544019;FEHLHEIM (alt);Aug 31, 1953;3.17;91.37;3.36;0;
12947;544019;FEHLHEIM (alt);Sep 7, 1953;3.2;91.34;3.39;0;
12947;544019;FEHLHEIM (alt);Sep 14, 1953;3.25;91.29;3.44;0;
12947;544019;FEHLHEIM (alt);Sep 21, 1953;3.27;91.27;3.46;0;
12947;544019;FEHLHEIM (alt);Sep 28, 1953;3.27;91.27;3.46;0;
12947;544019;FEHLHEIM (alt);Oct 5, 1953;3.28;91.26;3.47;0;
12947;544019;FEHLHEIM (alt);Oct 12, 1953;3.3;91.24;3.49;0;
12947;544019;FEHLHEIM (alt);Oct 19, 1953;3.32;91.22;3.51;0;
12947;544019;FEHLHEIM (alt);Oct 26, 1953;3.34;91.2;3.53;0;
12947;544019;FEHLHEIM (alt);Nov 2, 1953;3.36;91.18;3.55;0;
12947;544019;FEHLHEIM (alt);Nov 9, 1953;3.35;91.19;3.54;0;
12947;544019;FEHLHEIM (alt);Nov 16, 1953;3.32;91.22;3.51;0;
12947;544019;FEHLHEIM (alt);Nov 23, 1953;3.36;91.18;3.55;0;
12947;544019;FEHLHEIM (alt);Nov 30, 1953;3.36;91.18;3.55;0;
12947;544019;FEHLHEIM (alt);Dec 7, 1953;3.35;91.19;3.54;0;
12947;544019;FEHLHEIM (alt);Dec 14, 1953;3.32;91.22;3.51;0;
12947;544019;FEHLHEIM (alt);Dec 21, 1953;3.35;91.19;3.54;0;
12947;544019;FEHLHEIM (alt);Dec 28, 1953;3.37;91.17;3.56;0;
12947;544019;FEHLHEIM (alt);Jan 4, 1954;3.37;91.17;3.56;0;
12947;544019;FEHLHEIM (alt);Jan 11, 1954;3.25;91.29;3.44;0;
12947;544019;FEHLHEIM (alt);Jan 18, 1954;3.15;91.39;3.34;0;
12947;544019;FEHLHEIM (alt);Jan 25, 1954;3.15;91.39;3.34;0;
12947;544019;FEHLHEIM (alt);Feb 1, 1954;3.12;91.42;3.31;0;
12947;544019;FEHLHEIM (alt);Feb 8, 1954;3.1;91.44;3.29;0;
12947;544019;FEHLHEIM (alt);Feb 15, 1954;3.08;91.46;3.27;0;
12947;544019;FEHLHEIM (alt);Feb 22, 1954;3.06;91.48;3.25;0;
12947;544019;FEHLHEIM (alt);Mar 2, 1954;3.06;91.48;3.25;0;
12947;544019;FEHLHEIM (alt);Mar 9, 1954;3.11;91.43;3.3;0;
12947;544019;FEHLHEIM (alt);Mar 16, 1954;3.07;91.47;3.26;0;
12947;544019;FEHLHEIM (alt);Mar 23, 1954;3.05;91.49;3.24;0;
12947;544019;FEHLHEIM (alt);Mar 30, 1954;3.04;91.5;3.23;0;
12947;544019;FEHLHEIM (alt);Apr 6, 1954;3.01;91.53;3.2;0;
12947;544019;FEHLHEIM (alt);Apr 13, 1954;2.98;91.56;3.17;0;
12947;544019;FEHLHEIM (alt);Apr 20, 1954;2.98;91.56;3.17;0;
12947;544019;FEHLHEIM (alt);Apr 26, 1954;2.98;91.56;3.17;0;
12947;544019;FEHLHEIM (alt);May 4, 1954;2.98;91.56;3.17;0;
12947;544019;FEHLHEIM (alt);May 11, 1954;3.04;91.5;3.23;0;
12947;544019;FEHLHEIM (alt);May 18, 1954;3.09;91.45;3.28;0;
12947;544019;FEHLHEIM (alt);May 25, 1954;3.13;91.41;3.32;0;
12947;544019;FEHLHEIM (alt);Jun 1, 1954;3.12;91.42;3.31;0;
12947;544019;FEHLHEIM (alt);Jun 8, 1954;3.15;91.39;3.34;0;
12947;544019;FEHLHEIM (alt);Jun 15, 1954;3.16;91.38;3.35;0;
12947;544019;FEHLHEIM (alt);Jun 22, 1954;3.21;91.33;3.4;0;
12947;544019;FEHLHEIM (alt);Jun 29, 1954;3.22;91.32;3.41;0;
12947;544019;FEHLHEIM (alt);Jul 6, 1954;3.22;91.32;3.41;0;
12947;544019;FEHLHEIM (alt);Jul 13, 1954;3.24;91.3;3.43;0;
12947;544019;FEHLHEIM (alt);Jul 20, 1954;3.25;91.29;3.44;0;
12947;544019;FEHLHEIM (alt);Jul 27, 1954;3.27;91.27;3.46;0;
12947;544019;FEHLHEIM (alt);Aug 3, 1954;3.29;91.25;3.48;0;
12947;544019;FEHLHEIM (alt);Aug 10, 1954;3.32;91.22;3.51;0;
12947;544019;FEHLHEIM (alt);Aug 17, 1954;3.32;91.22;3.51;0;
12947;544019;FEHLHEIM (alt);Aug 24, 1954;3.31;91.23;3.5;0;
12947;544019;FEHLHEIM (alt);Aug 31, 1954;3.31;91.23;3.5;0;
12947;544019;FEHLHEIM (alt);Sep 7, 1954;3.32;91.22;3.51;0;
12947;544019;FEHLHEIM (alt);Sep 14, 1954;3.31;91.23;3.5;0;
12947;544019;FEHLHEIM (alt);Sep 21, 1954;3.28;91.26;3.47;0;
12947;544019;FEHLHEIM (alt);Sep 28, 1954;3.29;91.25;3.48;0;
12947;544019;FEHLHEIM (alt);Oct 5, 1954;3.29;91.25;3.48;0;
