Mst.-ID;Kurzname;Name;Datum;Abstich (m unter MP);Wasserspiegel (m ü. NN);Wasserspiegel (m unter GOK);Wassertemperatur (°C);
13461;544102;LAMPERTHEIM (alt);Jul 3, 1944;2.52;87.21;3.23;0;
13461;544102;LAMPERTHEIM (alt);Jul 10, 1944;2.53;87.2;3.24;0;
13461;544102;LAMPERTHEIM (alt);Jul 17, 1944;2.5;87.23;3.21;0;
13461;544102;LAMPERTHEIM (alt);Jul 24, 1944;2.47;87.26;3.18;0;
13461;544102;LAMPERTHEIM (alt);Jul 31, 1944;2.47;87.26;3.18;0;
13461;544102;LAMPERTHEIM (alt);Aug 7, 1944;2.45;87.28;3.16;0;
13461;544102;LAMPERTHEIM (alt);Aug 14, 1944;2.47;87.26;3.18;0;
13461;544102;LAMPERTHEIM (alt);Aug 21, 1944;2.51;87.22;3.22;0;
13461;544102;LAMPERTHEIM (alt);Aug 28, 1944;2.54;87.19;3.25;0;
13461;544102;LAMPERTHEIM (alt);Sep 4, 1944;2.51;87.22;3.22;0;
13461;544102;LAMPERTHEIM (alt);Sep 11, 1944;2.53;87.2;3.24;0;
13461;544102;LAMPERTHEIM (alt);Oct 30, 1944;2.52;87.21;3.23;0;
13461;544102;LAMPERTHEIM (alt);Nov 6, 1944;2.52;87.21;3.23;0;
13461;544102;LAMPERTHEIM (alt);Nov 13, 1944;2.5;87.23;3.21;0;
13461;544102;LAMPERTHEIM (alt);Nov 20, 1944;2.45;87.28;3.16;0;
13461;544102;LAMPERTHEIM (alt);Nov 27, 1944;2.25;87.48;2.96;0;
13461;544102;LAMPERTHEIM (alt);Dec 4, 1944;1.94;87.79;2.65;0;
13461;544102;LAMPERTHEIM (alt);Dec 7, 1944;0;0;0;0;
13461;544102;LAMPERTHEIM (alt);Jul 16, 1947;0;0;0;0;
13461;544102;LAMPERTHEIM (alt);Jul 23, 1947;2.43;87.3;3.14;0;
13461;544102;LAMPERTHEIM (alt);Jul 28, 1947;2.44;87.29;3.15;0;
13461;544102;LAMPERTHEIM (alt);Aug 4, 1947;2.43;87.3;3.14;0;
13461;544102;LAMPERTHEIM (alt);Aug 11, 1947;2.43;87.3;3.14;0;
13461;544102;LAMPERTHEIM (alt);Aug 18, 1947;2.49;87.24;3.2;0;
13461;544102;LAMPERTHEIM (alt);Aug 25, 1947;2.49;87.24;3.2;0;
13461;544102;LAMPERTHEIM (alt);Sep 1, 1947;2.42;87.31;3.13;0;
13461;544102;LAMPERTHEIM (alt);Sep 8, 1947;2.4;87.33;3.11;0;
13461;544102;LAMPERTHEIM (alt);Sep 15, 1947;2.4;87.33;3.11;0;
13461;544102;LAMPERTHEIM (alt);Sep 22, 1947;2.51;87.22;3.22;0;
13461;544102;LAMPERTHEIM (alt);Sep 29, 1947;2.51;87.22;3.22;0;
13461;544102;LAMPERTHEIM (alt);Sep 30, 1947;0;0;0;0;
13461;544102;LAMPERTHEIM (alt);Dec 29, 1947;2.5;87.23;3.21;0;
13461;544102;LAMPERTHEIM (alt);Jan 5, 1948;2.22;87.51;2.93;0;
13461;544102;LAMPERTHEIM (alt);Jan 12, 1948;2.22;87.51;2.93;0;
13461;544102;LAMPERTHEIM (alt);Jan 19, 1948;1.95;87.78;2.66;0;
13461;544102;LAMPERTHEIM (alt);Jan 26, 1948;1.8;87.93;2.51;0;
13461;544102;LAMPERTHEIM (alt);Feb 2, 1948;1.72;88.01;2.43;0;
13461;544102;LAMPERTHEIM (alt);Feb 9, 1948;1.57;88.16;2.28;0;
13461;544102;LAMPERTHEIM (alt);Feb 16, 1948;1.43;88.3;2.14;0;
13461;544102;LAMPERTHEIM (alt);Feb 23, 1948;1.51;88.22;2.22;0;
13461;544102;LAMPERTHEIM (alt);Mar 1, 1948;1.66;88.07;2.37;0;
13461;544102;LAMPERTHEIM (alt);Mar 8, 1948;1.64;88.09;2.35;0;
13461;544102;LAMPERTHEIM (alt);Mar 15, 1948;1.67;88.06;2.38;0;
13461;544102;LAMPERTHEIM (alt);Mar 22, 1948;1.71;88.02;2.42;0;
13461;544102;LAMPERTHEIM (alt);Mar 29, 1948;1.78;87.95;2.49;0;
13461;544102;LAMPERTHEIM (alt);Apr 5, 1948;1.79;87.94;2.5;0;
13461;544102;LAMPERTHEIM (alt);Apr 12, 1948;1.82;87.91;2.53;0;
13461;544102;LAMPERTHEIM (alt);Apr 19, 1948;1.81;87.92;2.52;0;
13461;544102;LAMPERTHEIM (alt);Apr 26, 1948;1.81;87.92;2.52;0;
13461;544102;LAMPERTHEIM (alt);May 3, 1948;1.82;87.91;2.53;0;
13461;544102;LAMPERTHEIM (alt);May 10, 1948;1.8;87.93;2.51;0;
13461;544102;LAMPERTHEIM (alt);May 17, 1948;1.89;87.84;2.6;0;
13461;544102;LAMPERTHEIM (alt);May 24, 1948;1.97;87.76;2.68;0;
