Mst.-ID;Kurzname;Name;Datum;Abstich (m unter MP);Wasserspiegel (m ü. NN);Wasserspiegel (m unter GOK);Wassertemperatur (°C);
12923;527142;BIEBESHEIM (alt);Nov 24, 1949;3.47;83.03;3.42;0;
12923;527142;BIEBESHEIM (alt);Jan 16, 1950;3.42;83.08;3.37;0;
12923;527142;BIEBESHEIM (alt);Jan 30, 1950;3.42;83.08;3.37;0;
12923;527142;BIEBESHEIM (alt);Feb 13, 1950;3.47;83.03;3.42;0;
12923;527142;BIEBESHEIM (alt);Feb 27, 1950;3.32;83.18;3.27;0;
12923;527142;BIEBESHEIM (alt);Mar 13, 1950;3.2;83.3;3.15;0;
12923;527142;BIEBESHEIM (alt);Mar 27, 1950;3.15;83.35;3.1;0;
12923;527142;BIEBESHEIM (alt);Apr 10, 1950;3.16;83.34;3.11;0;
12923;527142;BIEBESHEIM (alt);Apr 24, 1950;3.13;83.37;3.08;0;
12923;527142;BIEBESHEIM (alt);May 8, 1950;3.02;83.48;2.97;0;
12923;527142;BIEBESHEIM (alt);May 22, 1950;2.9;83.6;2.85;0;
12923;527142;BIEBESHEIM (alt);Jun 5, 1950;2.78;83.72;2.73;0;
12923;527142;BIEBESHEIM (alt);Jun 19, 1950;2.63;83.87;2.58;0;
12923;527142;BIEBESHEIM (alt);Jul 3, 1950;2.52;83.98;2.47;0;
12923;527142;BIEBESHEIM (alt);Jul 17, 1950;2.54;83.96;2.49;0;
12923;527142;BIEBESHEIM (alt);Jul 31, 1950;2.57;83.93;2.52;0;
12923;527142;BIEBESHEIM (alt);Aug 14, 1950;2.63;83.87;2.58;0;
12923;527142;BIEBESHEIM (alt);Aug 28, 1950;2.67;83.83;2.62;0;
12923;527142;BIEBESHEIM (alt);Sep 11, 1950;2.63;83.87;2.58;0;
12923;527142;BIEBESHEIM (alt);Sep 25, 1950;2.51;83.99;2.46;0;
12923;527142;BIEBESHEIM (alt);Oct 9, 1950;2.51;83.99;2.46;0;
12923;527142;BIEBESHEIM (alt);Oct 23, 1950;2.62;83.88;2.57;0;
12923;527142;BIEBESHEIM (alt);Nov 6, 1950;2.75;83.75;2.7;0;
12923;527142;BIEBESHEIM (alt);Nov 20, 1950;2.81;83.69;2.76;0;
12923;527142;BIEBESHEIM (alt);Dec 4, 1950;2.42;84.08;2.37;0;
12923;527142;BIEBESHEIM (alt);Dec 11, 1950;2.06;84.44;2.01;0;
12923;527142;BIEBESHEIM (alt);Dec 18, 1950;1.91;84.59;1.86;0;
12923;527142;BIEBESHEIM (alt);Dec 25, 1950;1.91;84.59;1.86;0;
12923;527142;BIEBESHEIM (alt);Jan 1, 1951;1.9;84.6;1.85;0;
12923;527142;BIEBESHEIM (alt);Jan 8, 1951;1.91;84.59;1.86;0;
12923;527142;BIEBESHEIM (alt);Jan 15, 1951;2.02;84.48;1.97;0;
12923;527142;BIEBESHEIM (alt);Jan 22, 1951;1.9;84.6;1.85;0;
12923;527142;BIEBESHEIM (alt);Jan 29, 1951;1.56;84.94;1.51;0;
12923;527142;BIEBESHEIM (alt);Feb 5, 1951;1.44;85.06;1.39;0;
12923;527142;BIEBESHEIM (alt);Feb 12, 1951;1.59;84.91;1.54;0;
12923;527142;BIEBESHEIM (alt);Feb 19, 1951;1.67;84.83;1.62;0;
12923;527142;BIEBESHEIM (alt);Feb 26, 1951;1.75;84.75;1.7;0;
12923;527142;BIEBESHEIM (alt);Mar 5, 1951;1.74;84.76;1.69;0;
12923;527142;BIEBESHEIM (alt);Mar 12, 1951;1.82;84.68;1.77;0;
12923;527142;BIEBESHEIM (alt);Mar 19, 1951;1.89;84.61;1.84;0;
12923;527142;BIEBESHEIM (alt);Mar 26, 1951;1.8;84.7;1.75;0;
12923;527142;BIEBESHEIM (alt);Apr 2, 1951;1.67;84.83;1.62;0;
12923;527142;BIEBESHEIM (alt);Apr 9, 1951;1.53;84.97;1.48;0;
12923;527142;BIEBESHEIM (alt);Apr 16, 1951;1.59;84.91;1.54;0;
12923;527142;BIEBESHEIM (alt);Apr 23, 1951;1.68;84.82;1.63;0;
12923;527142;BIEBESHEIM (alt);Apr 30, 1951;1.75;84.75;1.7;0;
12923;527142;BIEBESHEIM (alt);May 7, 1951;1.72;84.78;1.67;0;
12923;527142;BIEBESHEIM (alt);May 14, 1951;1.77;84.73;1.72;0;
12923;527142;BIEBESHEIM (alt);May 21, 1951;1.76;84.74;1.71;0;
12923;527142;BIEBESHEIM (alt);May 28, 1951;1.75;84.75;1.7;0;
12923;527142;BIEBESHEIM (alt);Jun 2, 1951;1.75;84.75;1.7;0;
12923;527142;BIEBESHEIM (alt);Jun 9, 1951;1.71;84.79;1.66;0;
12923;527142;BIEBESHEIM (alt);Jun 18, 1951;1.61;84.89;1.56;0;
12923;527142;BIEBESHEIM (alt);Jun 25, 1951;1.48;85.02;1.43;0;
12923;527142;BIEBESHEIM (alt);Jul 2, 1951;1.4;85.1;1.35;0;
12923;527142;BIEBESHEIM (alt);Jul 9, 1951;1.37;85.13;1.32;0;
12923;527142;BIEBESHEIM (alt);Jul 16, 1951;1.45;85.05;1.4;0;
12923;527142;BIEBESHEIM (alt);Jul 23, 1951;1.36;85.14;1.31;0;
12923;527142;BIEBESHEIM (alt);Jul 30, 1951;1.33;85.17;1.28;0;
12923;527142;BIEBESHEIM (alt);Aug 6, 1951;1.39;85.11;1.34;0;
12923;527142;BIEBESHEIM (alt);Aug 13, 1951;1.47;85.03;1.42;0;
12923;527142;BIEBESHEIM (alt);Aug 20, 1951;1.53;84.97;1.48;0;
12923;527142;BIEBESHEIM (alt);Aug 27, 1951;1.58;84.92;1.53;0;
12923;527142;BIEBESHEIM (alt);Sep 3, 1951;1.69;84.81;1.64;0;
12923;527142;BIEBESHEIM (alt);Sep 10, 1951;1.74;84.76;1.69;0;
12923;527142;BIEBESHEIM (alt);Sep 17, 1951;1.82;84.68;1.77;0;
12923;527142;BIEBESHEIM (alt);Sep 24, 1951;1.93;84.57;1.88;0;
12923;527142;BIEBESHEIM (alt);Oct 1, 1951;2.01;84.49;1.96;0;
12923;527142;BIEBESHEIM (alt);Oct 8, 1951;2.12;84.38;2.07;0;
12923;527142;BIEBESHEIM (alt);Oct 15, 1951;2.2;84.3;2.15;0;
