Mst.-ID;Kurzname;Name;Datum;Abstich (m unter MP);Wasserspiegel (m ü. NN);Wasserspiegel (m unter GOK);Wassertemperatur (°C);
13595;544240;LAMPERTHEIM;Jan 1, 1979;9.48;89.76;8.45;0;
13595;544240;LAMPERTHEIM;Jan 8, 1979;9.49;89.75;8.46;0;
13595;544240;LAMPERTHEIM;Jan 15, 1979;9.89;89.35;8.86;0;
13595;544240;LAMPERTHEIM;Jan 29, 1979;9.98;89.26;8.95;0;
13595;544240;LAMPERTHEIM;Feb 5, 1979;10;89.24;8.97;0;
13595;544240;LAMPERTHEIM;Feb 12, 1979;9.99;89.25;8.96;0;
13595;544240;LAMPERTHEIM;Feb 19, 1979;10.13;89.11;9.1;0;
13595;544240;LAMPERTHEIM;Feb 26, 1979;10.3;88.94;9.27;0;
13595;544240;LAMPERTHEIM;Mar 5, 1979;10.33;88.91;9.3;0;
13595;544240;LAMPERTHEIM;Mar 12, 1979;10.35;88.89;9.32;0;
13595;544240;LAMPERTHEIM;Mar 19, 1979;10.38;88.86;9.35;0;
13595;544240;LAMPERTHEIM;Mar 26, 1979;10.4;88.84;9.37;0;
13595;544240;LAMPERTHEIM;Apr 2, 1979;10.43;88.81;9.4;0;
13595;544240;LAMPERTHEIM;Apr 9, 1979;10.46;88.78;9.43;0;
13595;544240;LAMPERTHEIM;Apr 16, 1979;10.5;88.74;9.47;0;
13595;544240;LAMPERTHEIM;Apr 23, 1979;10.52;88.72;9.49;0;
13595;544240;LAMPERTHEIM;Apr 30, 1979;10.55;88.69;9.52;0;
13595;544240;LAMPERTHEIM;May 7, 1979;10.58;88.66;9.55;0;
13595;544240;LAMPERTHEIM;May 14, 1979;10.58;88.66;9.55;0;
13595;544240;LAMPERTHEIM;May 21, 1979;10.57;88.67;9.54;0;
13595;544240;LAMPERTHEIM;May 28, 1979;10.58;88.66;9.55;0;
13595;544240;LAMPERTHEIM;Jun 4, 1979;10.57;88.67;9.54;0;
13595;544240;LAMPERTHEIM;Jun 11, 1979;10.56;88.68;9.53;0;
13595;544240;LAMPERTHEIM;Jun 18, 1979;10.57;88.67;9.54;0;
13595;544240;LAMPERTHEIM;Jun 25, 1979;10.6;88.64;9.57;0;
13595;544240;LAMPERTHEIM;Jul 2, 1979;10.64;88.6;9.61;0;
13595;544240;LAMPERTHEIM;Jul 9, 1979;10.68;88.56;9.65;0;
13595;544240;LAMPERTHEIM;Jul 16, 1979;10.63;88.61;9.6;0;
13595;544240;LAMPERTHEIM;Jul 23, 1979;10.58;88.66;9.55;0;
13595;544240;LAMPERTHEIM;Jul 30, 1979;10.67;88.57;9.64;0;
13595;544240;LAMPERTHEIM;Aug 6, 1979;10.56;88.68;9.53;0;
13595;544240;LAMPERTHEIM;Aug 13, 1979;10.54;88.7;9.51;0;
13595;544240;LAMPERTHEIM;Aug 20, 1979;10.5;88.74;9.47;0;
13595;544240;LAMPERTHEIM;Aug 27, 1979;10.5;88.74;9.47;0;
13595;544240;LAMPERTHEIM;Sep 3, 1979;10.49;88.75;9.46;0;
13595;544240;LAMPERTHEIM;Sep 10, 1979;10.53;88.71;9.5;0;
13595;544240;LAMPERTHEIM;Sep 17, 1979;10.53;88.71;9.5;0;
13595;544240;LAMPERTHEIM;Sep 24, 1979;10.52;88.72;9.49;0;
13595;544240;LAMPERTHEIM;Oct 1, 1979;10.53;88.71;9.5;0;
13595;544240;LAMPERTHEIM;Oct 8, 1979;10.56;88.68;9.53;0;
13595;544240;LAMPERTHEIM;Oct 15, 1979;10.54;88.7;9.51;0;
13595;544240;LAMPERTHEIM;Oct 22, 1979;10.57;88.67;9.54;0;
13595;544240;LAMPERTHEIM;Oct 29, 1979;10.54;88.7;9.51;0;
13595;544240;LAMPERTHEIM;Nov 5, 1979;10.47;88.77;9.44;0;
13595;544240;LAMPERTHEIM;Nov 12, 1979;10.53;88.71;9.5;0;
13595;544240;LAMPERTHEIM;Nov 19, 1979;10.5;88.74;9.47;0;
13595;544240;LAMPERTHEIM;Nov 26, 1979;10.53;88.71;9.5;0;
13595;544240;LAMPERTHEIM;Dec 3, 1979;10.52;88.72;9.49;0;
13595;544240;LAMPERTHEIM;Dec 10, 1979;10.49;88.75;9.46;0;
13595;544240;LAMPERTHEIM;Dec 17, 1979;10.47;88.77;9.44;0;
13595;544240;LAMPERTHEIM;Dec 24, 1979;10.46;88.78;9.43;0;
13595;544240;LAMPERTHEIM;Dec 31, 1979;10.36;88.88;9.33;0;
13595;544240;LAMPERTHEIM;Jan 7, 1980;10.32;88.92;9.29;0;
13595;544240;LAMPERTHEIM;Jan 14, 1980;10.36;88.88;9.33;0;
13595;544240;LAMPERTHEIM;Jan 21, 1980;10.37;88.87;9.34;0;
13595;544240;LAMPERTHEIM;Jan 28, 1980;10.43;88.81;9.4;0;
13595;544240;LAMPERTHEIM;Feb 4, 1980;10.42;88.82;9.39;0;
13595;544240;LAMPERTHEIM;Feb 11, 1980;10.41;88.83;9.38;0;
13595;544240;LAMPERTHEIM;Feb 18, 1980;10.39;88.85;9.36;0;
13595;544240;LAMPERTHEIM;Feb 25, 1980;10.39;88.85;9.36;0;
13595;544240;LAMPERTHEIM;Mar 3, 1980;10.39;88.85;9.36;0;
13595;544240;LAMPERTHEIM;Mar 10, 1980;10.42;88.82;9.39;0;
13595;544240;LAMPERTHEIM;Mar 17, 1980;10.42;88.82;9.39;0;
13595;544240;LAMPERTHEIM;Mar 24, 1980;10.42;88.82;9.39;0;
13595;544240;LAMPERTHEIM;Mar 31, 1980;10.45;88.79;9.42;0;
13595;544240;LAMPERTHEIM;Apr 7, 1980;10.43;88.81;9.4;0;
13595;544240;LAMPERTHEIM;Apr 14, 1980;10.4;88.84;9.37;0;
13595;544240;LAMPERTHEIM;Apr 21, 1980;10.44;88.8;9.41;0;
