Mst.-ID;Kurzname;Name;Datum;Abstich (m unter MP);Wasserspiegel (m ü. NN);Wasserspiegel (m unter GOK);Wassertemperatur (°C);
12891;544017;GROSS-ROHRHEIM;Nov 5, 1951;2;88.01;1.95;0;
12891;544017;GROSS-ROHRHEIM;Nov 12, 1951;1.98;88.03;1.93;0;
12891;544017;GROSS-ROHRHEIM;Nov 19, 1951;1.95;88.06;1.9;0;
12891;544017;GROSS-ROHRHEIM;Nov 26, 1951;1.93;88.08;1.88;0;
12891;544017;GROSS-ROHRHEIM;Dec 3, 1951;1.92;88.09;1.87;0;
12891;544017;GROSS-ROHRHEIM;Dec 10, 1951;1.9;88.11;1.85;0;
12891;544017;GROSS-ROHRHEIM;Dec 17, 1951;1.89;88.12;1.84;0;
12891;544017;GROSS-ROHRHEIM;Dec 24, 1951;1.87;88.14;1.82;0;
12891;544017;GROSS-ROHRHEIM;Dec 31, 1951;1.86;88.15;1.81;0;
12891;544017;GROSS-ROHRHEIM;Jan 7, 1952;1.84;88.17;1.79;0;
12891;544017;GROSS-ROHRHEIM;Jan 14, 1952;1.85;88.16;1.8;0;
12891;544017;GROSS-ROHRHEIM;Jan 21, 1952;1.83;88.18;1.78;0;
12891;544017;GROSS-ROHRHEIM;Jan 28, 1952;1.8;88.21;1.75;0;
12891;544017;GROSS-ROHRHEIM;Feb 4, 1952;1.76;88.25;1.71;0;
12891;544017;GROSS-ROHRHEIM;Feb 11, 1952;1.75;88.26;1.7;0;
12891;544017;GROSS-ROHRHEIM;Feb 18, 1952;1.74;88.27;1.69;0;
12891;544017;GROSS-ROHRHEIM;Feb 25, 1952;1.73;88.28;1.68;0;
12891;544017;GROSS-ROHRHEIM;Mar 3, 1952;1.72;88.29;1.67;0;
12891;544017;GROSS-ROHRHEIM;Mar 10, 1952;1.71;88.3;1.66;0;
12891;544017;GROSS-ROHRHEIM;Mar 17, 1952;1.7;88.31;1.65;0;
12891;544017;GROSS-ROHRHEIM;Mar 24, 1952;1.62;88.39;1.57;0;
12891;544017;GROSS-ROHRHEIM;Mar 31, 1952;1.51;88.5;1.46;0;
12891;544017;GROSS-ROHRHEIM;Apr 7, 1952;1.5;88.51;1.45;0;
12891;544017;GROSS-ROHRHEIM;Apr 14, 1952;1.51;88.5;1.46;0;
12891;544017;GROSS-ROHRHEIM;Apr 21, 1952;1.52;88.49;1.47;0;
12891;544017;GROSS-ROHRHEIM;Apr 28, 1952;1.53;88.48;1.48;0;
12891;544017;GROSS-ROHRHEIM;May 5, 1952;1.55;88.46;1.5;0;
12891;544017;GROSS-ROHRHEIM;May 12, 1952;1.57;88.44;1.52;0;
12891;544017;GROSS-ROHRHEIM;May 19, 1952;1.6;88.41;1.55;0;
12891;544017;GROSS-ROHRHEIM;May 26, 1952;1.63;88.38;1.58;0;
12891;544017;GROSS-ROHRHEIM;Jun 2, 1952;1.65;88.36;1.6;0;
12891;544017;GROSS-ROHRHEIM;Jun 9, 1952;1.68;88.33;1.63;0;
12891;544017;GROSS-ROHRHEIM;Jun 16, 1952;1.7;88.31;1.65;0;
12891;544017;GROSS-ROHRHEIM;Jun 23, 1952;1.73;88.28;1.68;0;
12891;544017;GROSS-ROHRHEIM;Jun 30, 1952;1.76;88.25;1.71;0;
12891;544017;GROSS-ROHRHEIM;Jul 7, 1952;1.79;88.22;1.74;0;
