Mst.-ID;Kurzname;Name;Datum;Abstich (m unter MP);Wasserspiegel (m ü. NN);Wasserspiegel (m unter GOK);Wassertemperatur (°C);
13506;544172;NORDHEIM;Apr 8, 1974;3.33;85.74;3.19;0;
13506;544172;NORDHEIM;Apr 15, 1974;3.36;85.71;3.22;0;
13506;544172;NORDHEIM;Apr 22, 1974;3.4;85.67;3.26;0;
13506;544172;NORDHEIM;Apr 29, 1974;3.4;85.67;3.26;0;
13506;544172;NORDHEIM;May 6, 1974;3.43;85.64;3.29;0;
13506;544172;NORDHEIM;May 13, 1974;3.45;85.62;3.31;0;
13506;544172;NORDHEIM;May 20, 1974;3.46;85.61;3.32;0;
13506;544172;NORDHEIM;May 27, 1974;3.48;85.59;3.34;0;
13506;544172;NORDHEIM;Jun 3, 1974;3.5;85.57;3.36;0;
13506;544172;NORDHEIM;Jun 10, 1974;3.52;85.55;3.38;0;
13506;544172;NORDHEIM;Jun 17, 1974;3.52;85.55;3.38;0;
13506;544172;NORDHEIM;Jun 24, 1974;3.52;85.55;3.38;0;
13506;544172;NORDHEIM;Jul 1, 1974;3.52;85.55;3.38;0;
13506;544172;NORDHEIM;Jul 8, 1974;3.37;85.7;3.23;0;
13506;544172;NORDHEIM;Jul 15, 1974;3.31;85.76;3.17;0;
13506;544172;NORDHEIM;Jul 22, 1974;3.3;85.77;3.16;0;
13506;544172;NORDHEIM;Jul 29, 1974;3.28;85.79;3.14;0;
13506;544172;NORDHEIM;Aug 5, 1974;3.25;85.82;3.11;0;
13506;544172;NORDHEIM;Aug 12, 1974;3.47;85.6;3.33;0;
13506;544172;NORDHEIM;Aug 19, 1974;3.5;85.57;3.36;0;
13506;544172;NORDHEIM;Aug 26, 1974;3.49;85.58;3.35;0;
13506;544172;NORDHEIM;Sep 2, 1974;3.54;85.53;3.4;0;
13506;544172;NORDHEIM;Sep 9, 1974;3.56;85.51;3.42;0;
13506;544172;NORDHEIM;Sep 16, 1974;3.54;85.53;3.4;0;
13506;544172;NORDHEIM;Sep 23, 1974;3.53;85.54;3.39;0;
