Mst.-ID;Kurzname;Name;Datum;Abstich (m unter MP);Wasserspiegel (m ü. NN);Wasserspiegel (m unter GOK);Wassertemperatur (°C);
13540;544248;LAMPERTHEIM tief;Feb 2, 1981;7.07;88.72;6.17;0;
13540;544248;LAMPERTHEIM tief;Feb 9, 1981;7.09;88.7;6.19;0;
13540;544248;LAMPERTHEIM tief;Feb 16, 1981;7.07;88.72;6.17;0;
13540;544248;LAMPERTHEIM tief;Feb 23, 1981;7.04;88.75;6.14;0;
13540;544248;LAMPERTHEIM tief;Mar 2, 1981;7.02;88.77;6.12;0;
13540;544248;LAMPERTHEIM tief;Mar 9, 1981;7.03;88.76;6.13;0;
13540;544248;LAMPERTHEIM tief;Mar 16, 1981;7.02;88.77;6.12;0;
13540;544248;LAMPERTHEIM tief;Mar 23, 1981;6.98;88.81;6.08;0;
13540;544248;LAMPERTHEIM tief;Mar 30, 1981;6.98;88.81;6.08;0;
13540;544248;LAMPERTHEIM tief;Apr 6, 1981;7;88.79;6.1;0;
13540;544248;LAMPERTHEIM tief;Apr 13, 1981;7.01;88.78;6.11;0;
13540;544248;LAMPERTHEIM tief;Apr 20, 1981;7;88.79;6.1;0;
13540;544248;LAMPERTHEIM tief;Apr 27, 1981;6.96;88.83;6.06;0;
13540;544248;LAMPERTHEIM tief;May 4, 1981;6.94;88.85;6.04;0;
13540;544248;LAMPERTHEIM tief;May 11, 1981;6.92;88.87;6.02;0;
13540;544248;LAMPERTHEIM tief;May 18, 1981;6.94;88.85;6.04;0;
13540;544248;LAMPERTHEIM tief;May 25, 1981;6.94;88.85;6.04;0;
13540;544248;LAMPERTHEIM tief;Jun 1, 1981;6.91;88.88;6.01;0;
13540;544248;LAMPERTHEIM tief;Jun 8, 1981;6.9;88.89;6;0;
13540;544248;LAMPERTHEIM tief;Jun 15, 1981;6.88;88.91;5.98;0;
13540;544248;LAMPERTHEIM tief;Jun 22, 1981;6.86;88.93;5.96;0;
13540;544248;LAMPERTHEIM tief;Jun 29, 1981;6.84;88.95;5.94;0;
13540;544248;LAMPERTHEIM tief;Jul 6, 1981;6.84;88.95;5.94;0;
13540;544248;LAMPERTHEIM tief;Jul 13, 1981;6.88;88.91;5.98;0;
13540;544248;LAMPERTHEIM tief;Jul 20, 1981;6.85;88.94;5.95;0;
13540;544248;LAMPERTHEIM tief;Jul 27, 1981;6.82;88.97;5.92;0;
13540;544248;LAMPERTHEIM tief;Aug 3, 1981;6.81;88.98;5.91;0;
13540;544248;LAMPERTHEIM tief;Aug 10, 1981;6.83;88.96;5.93;0;
13540;544248;LAMPERTHEIM tief;Aug 17, 1981;6.83;88.96;5.93;0;
13540;544248;LAMPERTHEIM tief;Aug 24, 1981;6.82;88.97;5.92;0;
13540;544248;LAMPERTHEIM tief;Aug 31, 1981;6.81;88.98;5.91;0;
13540;544248;LAMPERTHEIM tief;Sep 7, 1981;6.83;88.96;5.93;0;
13540;544248;LAMPERTHEIM tief;Sep 14, 1981;6.84;88.95;5.94;0;
13540;544248;LAMPERTHEIM tief;Sep 21, 1981;6.81;88.98;5.91;0;
13540;544248;LAMPERTHEIM tief;Sep 28, 1981;6.82;88.97;5.92;0;
13540;544248;LAMPERTHEIM tief;Oct 5, 1981;6.79;89;5.89;0;
13540;544248;LAMPERTHEIM tief;Oct 12, 1981;6.78;89.01;5.88;0;
13540;544248;LAMPERTHEIM tief;Oct 19, 1981;6.78;89.01;5.88;0;
13540;544248;LAMPERTHEIM tief;Oct 26, 1981;6.77;89.02;5.87;0;
13540;544248;LAMPERTHEIM tief;Nov 2, 1981;6.77;89.02;5.87;0;
13540;544248;LAMPERTHEIM tief;Nov 9, 1981;6.76;89.03;5.86;0;
13540;544248;LAMPERTHEIM tief;Nov 16, 1981;6.74;89.05;5.84;0;
13540;544248;LAMPERTHEIM tief;Nov 23, 1981;6.73;89.06;5.83;0;
13540;544248;LAMPERTHEIM tief;Nov 30, 1981;6.7;89.09;5.8;0;
13540;544248;LAMPERTHEIM tief;Dec 7, 1981;6.67;89.12;5.77;0;
13540;544248;LAMPERTHEIM tief;Dec 14, 1981;6.67;89.12;5.77;0;
13540;544248;LAMPERTHEIM tief;Dec 21, 1981;6.66;89.13;5.76;0;
13540;544248;LAMPERTHEIM tief;Dec 28, 1981;6.63;89.16;5.73;0;
13540;544248;LAMPERTHEIM tief;Jan 4, 1982;6.59;89.2;5.69;0;
13540;544248;LAMPERTHEIM tief;Jan 11, 1982;6.53;89.26;5.63;0;
13540;544248;LAMPERTHEIM tief;Jan 18, 1982;6.51;89.28;5.61;0;
13540;544248;LAMPERTHEIM tief;Jan 25, 1982;6.47;89.32;5.57;0;
13540;544248;LAMPERTHEIM tief;Feb 1, 1982;6.47;89.32;5.57;0;
13540;544248;LAMPERTHEIM tief;Feb 8, 1982;6.47;89.32;5.57;0;
13540;544248;LAMPERTHEIM tief;Feb 15, 1982;6.4;89.39;5.5;0;
13540;544248;LAMPERTHEIM tief;Feb 22, 1982;6.42;89.37;5.52;0;
13540;544248;LAMPERTHEIM tief;Mar 1, 1982;6.38;89.41;5.48;0;
13540;544248;LAMPERTHEIM tief;Mar 8, 1982;6.39;89.4;5.49;0;
13540;544248;LAMPERTHEIM tief;Mar 15, 1982;6.39;89.4;5.49;0;
13540;544248;LAMPERTHEIM tief;Mar 22, 1982;6.36;89.43;5.46;0;
13540;544248;LAMPERTHEIM tief;Mar 29, 1982;6.35;89.44;5.45;0;
13540;544248;LAMPERTHEIM tief;Apr 5, 1982;6.37;89.42;5.47;0;
13540;544248;LAMPERTHEIM tief;Apr 12, 1982;6.35;89.44;5.45;0;
13540;544248;LAMPERTHEIM tief;Apr 19, 1982;6.34;89.45;5.44;0;
13540;544248;LAMPERTHEIM tief;Apr 26, 1982;6.35;89.44;5.45;0;
13540;544248;LAMPERTHEIM tief;May 3, 1982;6.37;89.42;5.47;0;
13540;544248;LAMPERTHEIM tief;May 10, 1982;6.35;89.44;5.45;0;
13540;544248;LAMPERTHEIM tief;May 17, 1982;6.34;89.45;5.44;0;
13540;544248;LAMPERTHEIM tief;May 24, 1982;6.35;89.44;5.45;0;
13540;544248;LAMPERTHEIM tief;May 31, 1982;6.38;89.41;5.48;0;
13540;544248;LAMPERTHEIM tief;Jun 7, 1982;6.43;89.36;5.53;0;
13540;544248;LAMPERTHEIM tief;Jun 14, 1982;6.44;89.35;5.54;0;
13540;544248;LAMPERTHEIM tief;Jun 21, 1982;6.42;89.37;5.52;0;
13540;544248;LAMPERTHEIM tief;Jun 28, 1982;6.41;89.38;5.51;0;
13540;544248;LAMPERTHEIM tief;Jul 5, 1982;6.44;89.35;5.54;0;
13540;544248;LAMPERTHEIM tief;Jul 12, 1982;6.45;89.34;5.55;0;
