station_id;x;y
2377139400;441168;5452408
2377148500;448220;5452589
2377150000;450424;5452258
2377179100;454597;5453021
2377194000;458751;5457047
2379142700;460131;5464423
2378178400;456262;5462484
2378115000;449605;5462474
2378175100;443017;5465223
2378190000;434221;5455017
2378135400;446464;5458745
